competitor_place_id,competitor_name,included,exclusion_reason
ChIJNS4mnhZnXj4ROmaMfmpRpog,Summer colour's ladies salon,True,
ChIJmY8cvnHui2sRb7FTWZ29zT8,Bishkek Ladies Salon,True,
ChIJcdzVQ0lmXj4R8LF1iNswxUY,صالون حلا للسيدات Hala ladys Saloon,True,
ChIJZ-M2UgBnXj4RscZnYuRSk1Y,Razor republic saloon,True,
ChIJ5dTWY9xnXj4RlafUdht72C8,BeauTyka Beauty Salon,True,
ChIJS61JbB5mXj4RgF-hmsgxuBs,Gloss & Glitter Ladies Beauty Lounge,True,
ChIJUcaxMQ1nXj4R95H4ausVth8,Thai House Beauty And Spa / Massage & Home Spa,True,
ChIJ7WWr079nXj4R7A5PaJIu4Eo,Faina Ladies Salon ( RUSSIAN SALON ),True,
ChIJo3Ug8wVmXj4R65NO8YOlHQk,Ruby Salon - Khalidiyah Khalifa Bin Shakbout Street Abu Dhabi,False,MEN_OR_BARBER
ChIJi6wuvEplXj4R9FEhj4wOarU,"Chaps and Co - Al Bateen, Edition",False,MEN_OR_BARBER
ChIJsU4iVmJnXj4ROamPG1JClZU,The Scissors N Razors Saloon,False,MEN_OR_BARBER
ChIJ5R5zm15mXj4RRrTpMfjvLO4,Thai Oasis Spa & Beauty Center (Home Service Available),True,
ChIJGVLBwitmXj4RFe-aUWAN7ZQ,Maxime Coiffeur,False,MEN_OR_BARBER
ChIJBzG5oYFoXj4RczSv65nZvMw,Paris Gents Salon,False,MEN_OR_BARBER
ChIJz-khBddnXj4RZh90CXMi-9k,Beards N Shears Barbershop,False,MEN_OR_BARBER
ChIJFyiZ0CNpXj4RyziQ0BZlrFQ,Adept Saloon,True,
ChIJs3vVRWJpXj4RWFSLjKWVMig,Vesna Beauty Lounge,True,
ChIJY7KxcOhpXj4RFrjOm-7w0eo,Walk Street Gents Saloon,False,MEN_OR_BARBER
ChIJ6Wmgov5pXj4R6zvk8oum9u8,seventy7صالون,False,MEN_OR_BARBER
ChIJl_nk5cNnXj4RwjYoWDZgh6g,Voila Beauty & Co Lounge - Abu Dhabi,True,
ChIJGQcdzZNnXj4REEerUGl7wDg,Kozma Curl Al Reem Island,True,
ChIJ1zf8FadnXj4R6Qnb-30_Pso,Verona Style Men's Salon,False,MEN_OR_BARBER
ChIJn-oc8xhlXj4R_hKmwtnwI7g,EMARA Barbershop,False,MEN_OR_BARBER
ChIJl0EfKNxnXj4RE_7LPFfBu_U,Top Level Lady Beauty Salon,True,
ChIJD5qI_k5mXj4ROtxYMptO8FM,Dalla Beauty Saloon,True,
ChIJc8PsCVlmXj4ROhXIBMggDbc,No Name Gents Salon,False,MEN_OR_BARBER
ChIJa4VmSDRmXj4RXl-D7qDHQIM,Violet Rose Ladies Salon,True,
ChIJZ3N3CtRnXj4RdnRgx-BTN8k,صالون نور الشام,True,
ChIJs3sFBwBnXj4RMlewhxTgws0,"House of Barber Salon (HOB) - Navy Gate, TCA, Abu Dhabi",False,MEN_OR_BARBER
ChIJUzu8eMhnXj4Rt4-7hJKiceE,Spectre Gents Salon & Spa صالون سبيكتر للرجال,False,MEN_OR_BARBER
ChIJs6f-pDNnXj4RXGS-mKMsc2k,1847 Grooming for Men The Galleria Mall,False,MEN_OR_BARBER
ChIJPdrrmFlmXj4Rz0ibkephZOQ,Black Horse Gents Salon,False,MEN_OR_BARBER
ChIJe0NES4tnXj4RGbgYp0MAHGc,Golden Spanish Gents Saloon,False,MEN_OR_BARBER
ChIJY4wBXBRpXj4RBg_Rbh0h_Rg,STYLO SPA & BEAUTY SALON,True,
ChIJJwd2Zv5nXj4RVrJJNK3vHqQ,Kingmakers Men Spa كينج ماكرس سبا للعناية الرجالية,False,MEN_OR_BARBER
ChIJ-w3PM-BlXj4RMB0fGr5xsQQ,حمام وصالون شباب هايد بارك Hide Park Shabab Spa,False,MEN_OR_BARBER
ChIJ7T-37x5pXj4R_yv-rjg24gg,Luxury spa,True,
ChIJi0V3S_BnXj4RlUt2dgvKDkg,مركز روزاليا للتجميل | Rosealia Beauty Center,True,
ChIJ857h14VoXj4R-MivhTIp0zA,Beauty Touch Ladies Salon,True,
ChIJz1mTjIxoXj4R_WhJfZM1SMg,The Club Spa,False,NON_OPERATIONAL
ChIJ8z35MOhnXj4RBz5wq89B23E,Brunetta & Blonde ladies Beauty saloon | Al kwar st - Al Nahyan Abu Dhabi,True,
ChIJF6vyYSlmXj4RZYdK2jK0NF0,Sossi Beauty Centre,True,
ChIJX1RX4wo8YW0RWfZ4IhmQ910,Luxurious Beauty Ladies Salon and Spa(Moroccan Bath & Heena)HIDDEN GEM OF ABUDHABI,True,
ChIJJRQvpxpnXj4RWzb_3l_p7l0,Scintillia Beauty Lounge,True,
ChIJXZUJL9FnXj4R5Uc3ye-seFc,"House of Barber Family Salon (HOB) - Najmat, Al Reem, Abu Dhabi",False,MEN_OR_BARBER
ChIJf4jU275nXj4RCzkfdJMspn8,"Jazz Lounge Spa for Men - Al Reem Mall, Abu Dhabi",False,MEN_OR_BARBER
ChIJu4D5CeRnXj4R8vIUvFK-rmw,NailOn Beauty & Spa Ladies Center,True,
ChIJ34x1dVFmXj4RzlqFjifV9XQ,nails the modern manicure studio Abu Dhabi Mall,True,
ChIJF7H8YnxnXj4R1lfGfS5UKBs,"Noor Beauty Salon | Beach Rotana Hotel Abu Dhabi Manicure and Pedicure, Hair Care .Body Care Nails Eyelashes and more",True,
ChIJ8TsCxJ1nXj4RbbrhicyE6kc,Marjorie Spa & Beauty Ladies Salon,True,
ChIJHxBP9VBmXj4R-TjL_3y1qfc,Ricky's Ladies' Salon,True,
ChIJ0aqt6ztz_a8Rrw4sUQPIb8c,Rose Petals Ladies Salon,True,
ChIJ4YHdZ75nXj4R1oJHRQSR14o,Vision Links Spa Abu Dhabi,True,
ChIJ4fR_TItnXj4RnGZhnrjAIvI,Belle Care Luxury Spa Abu Dhabi,True,
ChIJkdWrG9JlXj4RhlpiF4Ciwe8,The Colorful Spa Center,True,
ChIJG22JYydnXj4RzPs3kGyaXsc,Belle Care Luxury Spa Abu Dhabi (Grand Villaggio Hotel),True,
ChIJAyfXoohnXj4R5BDINg1dmug,BE RELAX SPA - L.L.C,True,
ChIJObqOeatnXj4RUVADkgbVkQc,Ins Spa Abu Dhabi,True,
ChIJS57HFVdmXj4RK43V6xQCnVE,"Eden Luxury Spa – Authentic European & Russian Massage | Al Zahiyah, Abu Dhabi",True,
ChIJUWapcftnXj4RTSK_QQhrZ0o,Tranquil Spa Abu Dhabi,True,
ChIJdfOObk5oXj4RUERDtUuxWpk,Vibez Fitness Centre & Spa (Ladies Only),False,FITNESS_OR_SPORTS
ChIJt2ESedVnXj4R5yriNQ5CZFs,Murjan Spa Abu Dhabi,True,
ChIJDWnhOghnXj4RggbK8JGHeqw,Massage Time Spa A18-ABU DHABI,True,
ChIJs_hgBj9pXj4RMjKgpQn20Uk,Lou Lou Asfar Spa in Abu Dhabi,True,
ChIJjY-w8MlnXj4RR2_KhKfzwdQ,Oud Massage Center,True,
ChIJ4Sd4axNpXj4RmBTZCZY7pxY,DNA Health & Wellness - Abu Dhabi,False,MEDICAL
ChIJI3rrrZBpXj4RCXx_MJegTL8,Hush And Glow Beauty Lounge,True,
ChIJjbK--SlnXj4RJT5sF__r31g,Yinyang Connection Platinum Spa Abu Dhabi,True,
ChIJs5DkWwBnXj4RjX60jlaF42E,Top massage Abu Dhabi,True,
ChIJB-I6JTpnXj4Rx-7KHUyxc3w,Ivory spa abu dhabi,True,
ChIJmYvLrgdnXj4RKfeS2ebgKkA,Happy Time Spa Center,True,
ChIJN-QNN3dnXj4Re0XWlpauF0o,SHOP 12 Men Spa Abu Dhabi,False,MEN_OR_BARBER
ChIJiZQzQd5tXz4RpZpIxBBEbIc,The Salon | Al Furjan,True,
ChIJ6VSr1bFsXz4RvrklgYwor54,"Kaya Middle East Corporate Office, Dubai",False,MEDICAL
ChIJW4wwOd9tXz4RyYU_5slz5Lg,Over The Moon Beauty Salon,True,
ChIJ-0P7Jf1tXz4Rje7-0YFcM3Q,Bedashing Beauty Lounge Jumeirah Park,False,BEDASHING
ChIJQQ9HfGFtXz4Rcqp-MgnFtYs,Hair Lounge Ladies Salon,True,
ChIJUfzV6ChtXz4RQmFktynJTiY,Tito Brothers gents salon,False,MEN_OR_BARBER
ChIJdzDwuXv3NAoRpv5ZrUa0FHM,NS89 Beauty Bee,True,
ChIJQ20Q4t9sXz4RXdmqnHykV_o,N.Bar Nail Spa & Salon The Pavilion Jumeirah Park,True,
ChIJ3bG8qD1DXz4RJegaGeGeS40,Al Arzaan Gents Salon,False,MEN_OR_BARBER
ChIJjSUEOoUTXz4RidlUibu2gXE,SHABAB JABAL ALI GEN'S SALON,True,
ChIJvaDnjb1tXz4Rx0XkYIh7BK8,Ikeda Beauty Salon,True,
ChIJEy4q3t9sXz4RoIIRLAFe1PI,"Sasha Beauty Salon, Jumeirah Park Pavilion",True,
ChIJeQFQusdtXz4RrnQuyjYE6JI,Fine Look Gents Salon,False,MEN_OR_BARBER
ChIJW-0RDINtXz4R-PR22ETHCI4,Rejuvic Couture Beauty Salon ( Ladies),True,
ChIJFYM39WFtXz4RmuHdt8OHkaU,"N.Bar Nail Spa & Salon Green Community, The Market Mall",True,
ChIJ20eohmFtXz4RlmD_xLj39nw,HAIR LOUNGE GENTS SALON,False,MEN_OR_BARBER
ChIJ0SctRSVtXz4RCZyZRHoRUgU,Mi Amor Beauty salon,True,
ChIJZRQMCwAVXz4R_VZHe_SGPOs,Delano Dubai,True,
ChIJV9y8JgAVXz4RXovxINuQywE,Banyan Tree Dubai,True,
ChIJLfsLPFQTXz4RX_4X2fhzqfU,Shakirovna Ladies Beauty Saloon,True,
ChIJGVi9QI9rXz4RW7KGMnJPEhk,Marinascape Mall,True,
ChIJmT_DFnlrXz4R81izidAkUt0,Queens Elite Medical,False,MEDICAL
ChIJ1SfNjnlrXz4R0ozB4L5fksE,The Barber House - Best Men’s Barbershop in Dubai Marina,False,MEN_OR_BARBER
ChIJzbQmWi5rXz4RDRz-3XIcbaY,Paulista Beauty Salon,True,
ChIJZ7AT_a1rXz4RXrD7ww-tuJ4,The Salon Dubai | Sky View Tower Marina,True,
ChIJEQAPcthrXz4R3RTM5SJQyrc,It's Beauty,True,
ChIJsS6LIrxpXz4Rws7Z_6VzWDM,CASA AIRE WELLNESS,True,
ChIJM2gwg5prXz4RTvuSplmJC8A,Moe's Barbershop,False,MEN_OR_BARBER
ChIJsY_AUmltXz4RMQShbaQGQCY,"Soul Senses Spa & Wellness - Mövenpick/Novotel Hotel Jumeirah Village Triangle, Dubai",True,
ChIJp_1oWYNyXz4RGqOgLr1FlHY,Comb And Scissors Gents Salon,False,MEN_OR_BARBER
ChIJnayY5GBtXz4RKym4qjw4Z94,ATILA Ladies Beauty Salon,True,
ChIJH6BhdmttXz4R6qFnHkj5XSw,Lash House Beauty Salon,True,
ChIJ2bny5oZtXz4RmHYfIgIp-c0,OLÉA Wellness Beauty Salon,True,
ChIJy1JfMEtzXz4RsZMQzfZFpy0,MUKTA BEAUTY SALOON (DIP-1),True,
ChIJ6ZNQrbNtXz4RcJs8XZxFPT4,Chi Nail Spa - JVT,True,
ChIJ9djESYRyXz4RGGw2-BPf3GM,Spring Dale Gents Salon,False,MEN_OR_BARBER
ChIJM7-UJbptXz4R3yQ6jeUWHsg,The Dollie Sisters - Ladies Salon,True,
ChIJiZsbz5ZtXz4RhAc9F3Y0SMk,House of Hair,True,
ChIJq2_GrGBtXz4Rb3uoss5ALuo,Yang Place Beauty Salon,True,
ChIJdVYde4ZDXz4Rapj-bIPvOyg,Matrix Gents Salon - IMPZ,False,MEN_OR_BARBER
ChIJbx3zbs1tXz4RYWuD2zQHnBI,"Soul Senses Salon - Mövenpick Hotel JVT, Dubai",True,
ChIJAeX3S6htXz4RprfwZfXyLcY,"Itsu Nails Beauty Salon, JVC",True,
ChIJa1InCzVtXz4Rihe5RIz6XGc,KOKO MOKO Russian Beauty Salon JVC,True,
ChIJQ7UJcfttXz4RoBTDuI2qAvs,Noona Beauty Salon,True,
ChIJa17sR5ZtXz4RMNhHiMM0Zsw,Brau,True,
ChIJi3fzHnRxXz4R9CwkfSdz09k,Pink Nails & Lashes By Youstina,True,
ChIJ0e-xeL7Jb0QRSEJYVRTSDno,Feminista Beauty Salon,True,
ChIJvYNyDyRtXz4Rx1-dR3qdSqU,Twisted Scissors Gents Salon,False,MEN_OR_BARBER
ChIJZR_lhhhtXz4RqarjuJzbGtc,Cabello Lounge,True,
ChIJ7z75MDBtXz4RtK9ltpvDzFM,LAVITA Gents Salon | Barber Shop - DIP,False,MEN_OR_BARBER
ChIJiQKBbuttXz4Rp1ex-npi-XQ,Short hair Gents Salon,False,MEN_OR_BARBER
ChIJrXTK_UsTXz4Rwr1zZ-YrGQY,Royal Life Gents Saloon,False,MEN_OR_BARBER
ChIJ12HQuiRtXz4Rm-fvdP1HXRk,OH Boy Gents Salon,False,MEN_OR_BARBER
ChIJvyAnXABtXz4RAPIlDUMQsnk,𝙶𝙾𝙻𝙳 𝚂𝙸𝙶𝙽𝙰𝚃𝚄𝚁𝙴 𝙶𝙴𝙽𝚃𝚂 𝚂𝙰𝙸𝙾𝙽,True,
ChIJ-88nQwBtXz4RquyTqQ1lOb0,AL AHDAB GANTS SALOON,True,
ChIJJemTAVxtXz4RVWzSRKWkwSc,ZigZag Gents Salon,False,MEN_OR_BARBER
ChIJydD3SHJtXz4RGtQ1_gRYDNo,Al Fouzan Gents Salon,False,MEN_OR_BARBER
ChIJYZl0YiVtXz4RYypPDeNp3Pg,Atlantic Gents Salon. Al Furjan,False,MEN_OR_BARBER
ChIJ3U8vBrLE3EURYgGfiQV6HHU,Sukhpreetkaur (preet) makeup artist,True,
ChIJU_QK2KoUXz4Ru93PuJFIupY,"En Vogue Beauty Center, JBR",True,
ChIJWzSmhLNrXz4RHXehJpUg3E0,"Wide Star Beauty Salon | Dubai Marina Hair, Nails & Lashes | Affordable Quality",True,
ChIJPxviM1VrXz4R0KxbSC9YcNc,Chill Serenity,True,
ChIJq6paeFRrXz4RC_WlZ3B-aeI,Chaps and Co - Dubai Marina,False,MEN_OR_BARBER
ChIJz4GoXLxrXz4RS4Hp4z4ZOPI,Mon Poney Ladies Salon,True,
ChIJf1J_DqoUXz4RswdHKq_bF9g,1847 Grooming for Men JBR,False,MEN_OR_BARBER
ChIJwfH3M1JCXz4RXNFepB9FH5k,Sisters Beauty Lounge Hair Salon - Jumeirah Beach Residences,True,
ChIJn0hk6OVrXz4RlDHlwMNraBc,Sugar,True,
ChIJn_rhhwdtXz4RVxPr2F7oTxA,Soul to Soul salon,True,
ChIJ5ze4b0BzXz4RJUuytcUYezY,Dar Al Madina,True,
ChIJ7Wku_QBtXz4Ru9f5aMzbMy8,The One Gents Salon | Barber Shop - IMPZ,False,MEN_OR_BARBER
ChIJ57aB0sxtXz4R3HGSNzMOVk8,The Professor Style Gents Saloon | Barber shop,False,MEN_OR_BARBER
ChIJ3RiWBWdtXz4RMxjFdoI8lM0,Chance Beauty Lounge 🌸 تشانس بيوتي لاونج,True,
ChIJ4yiZA4JtXz4RyHOqaHDbi2Q,Sasha Beauty Salon,True,
ChIJB45Swr9tXz4R5klphFXiQuo,Cavalero Barbershop,False,MEN_OR_BARBER
ChIJzZKq3qBtXz4RnCvDFbWJEUE,Tache Barbershop (Tache Gents Salon),False,MEN_OR_BARBER
ChIJww1hzH9zXz4RA5qObvwwKts,The LAN Salon DIP1 Branch 1-صالون للرجال لولو النجوم (فرع) مجمع دبي للاستثمار-,False,MEN_OR_BARBER
ChIJNe3pVFZtXz4RviuYM3KjEfc,Royal Prime Gents Salon | Barber Shop - Lago Vista Tower B IMPZ,False,MEN_OR_BARBER
ChIJLWXAa5ttXz4R90i2vNMocj8,SOTA salon,True,
ChIJTV_hyeZtXz4Rju47jz_CRK0,Trevi Salon,True,
ChIJK2kMNQttXz4RSwr6ashIbvw,Bodour Beauty Salon صالون بدور للتجميل,True,
ChIJrz3XvhptXz4R4wDdcB9IE_Y,Sky Beauty Salon,True,
ChIJkT6e9s1tXz4RQYn5-6kcxrY,Spirals Salon,True,
ChIJzVNeM0RtXz4RLd0pZ2oAHfw,Yasmin Beauty Lounge,True,
ChIJyR0D6zZsXz4RHT0ZIk1MVKs,Azema Ladies Salon,True,
ChIJZ3x8r4RtXz4RIKfPYNTZKP4,Backstreet Professionals,False,MEN_OR_BARBER
ChIJoar8E1QTXz4RW0alvnQuQPw,Success Barber Shop and Spa,False,MEN_OR_BARBER
ChIJSRBRezxrXz4R8HJR0L4_WXY,Kohibaa Beauty Salon - The Greens & Views,True,
ChIJPWvkYH1tXz4RXf0Zcca1LwE,Cloud For Beauty Salon,True,
ChIJYz5VGJVDXz4Rnm-Fq2l1WjY,Lena beauty nails Dubai,True,
ChIJU9L0HABzXz4RZeyesg08rMo,Mainails.ae( home base ),True,
ChIJFxrEMPhSiiQRRkTNEUkUeQw,MYSTT Hair & Beauty Salon,True,
ChIJvQQ3qF5tXz4R6oLW8rkmU5c,VOTRE Beauty Crafted with Care,True,
ChIJLR4ydBRtXz4R4D643joO_Ig,AAINA SIGNATURE SHIMMERS SALON,True,
ChIJ45xY87JtXz4RIBxtsE92shg,Nails ART,True,
ChIJ_2dAe2htXz4RJSXzIw_vBCE,Olena nails,True,
ChIJhdRRgeVrXz4RuC0c19eOEis,The Salon Dubai | Yin Yang Dubai Marina,True,
ChIJYczZwaNDXz4RVUkLBjBhJ2I,The Nail Spa,True,
ChIJHdmFvuVtXz4R1K9cWMAdbBY,THT - That Hair Tho,False,NON_OPERATIONAL
ChIJVaa5b91rXz4R49LpEhPbiJ0,UNIQUE PERSONA Dubai Marina,True,
ChIJSaevdyVDXz4Rr54SlMnK6S4,Curve Beauty Salon,True,
ChIJj1ve_eldXz4RGjEWSq6f9Z0,Shams.nailz,True,
ChIJZVDFSbJtXz4Rmcyl_Ugtgas,The One Gents Salon | Barber Shop - JVT,False,MEN_OR_BARBER
ChIJlwWPjZVtXz4RYtSOvRLO4XQ,NailchemyDXB,True,
ChIJq7hvnAZtXz4R3I0tPNpiJgk,Mariani Salon صالون مارياني,False,MEN_OR_BARBER
ChIJ2YzCa_tzXz4R99BFw5m7-Cg,Moon Spa - Nails Salon,True,
ChIJk5O0ns1tXz4RpuLbhCUHm-4,Beauty Trend Salon - Russian Speaking Masters,True,
ChIJedRlvC5tXz4Rkrj0XuGjJbM,1847 Grooming for Men The Springs Souk,False,MEN_OR_BARBER
ChIJ77aaBlxtXz4R4oX4EvOJZU8,HV Spa Happy Valley - DIP Branch,True,
ChIJdYuwBWhtXz4RWZ12sWUWFko,For Him Gents Spa & Massage Center DIP,False,MEN_OR_BARBER
ChIJtzyjC11tXz4R08b2NWPcr-Q,名仁洗浴TXL SPA&MASSAGE【Oriental Bath】,True,
ChIJzfTmQp9zXz4RRFbQii_caho,Wellnes Spa Massages Centre,True,
ChIJTfzZayNtXz4RL4qTi9TeeOQ,Peony Relax Spa and Massage Center DIP 牡丹放松水疗按摩中心,True,
ChIJx0WW-QttXz4RfK48dbuRmug,Ritual Luxe Spa,True,
ChIJqdkDA1ptXz4R0gkF-iVef2Q,"Soul Senses Spa & Wellness - Delta Hotels, DIP",True,
ChIJIeOt80ATXz4Rv_f9WoY_CSs,Massage Body for MEN,False,MEN_OR_BARBER
ChIJEwTTcR5tXz4Ri5PwJbyG_-M,Pine Spa by Versailles,True,
ChIJBysz76JtXz4Rt3PQPgGMdpY,yasmin spa,True,
ChIJn0SrXtNrXz4RMlA4gleIvxU,Media One Hotel,True,
ChIJCUUESVVrXz4RZD1qHUcCgGg,InterContinental Dubai Marina by IHG,True,
ChIJiylT1ikVXz4Re2wDPZeVVIo,Hilton Dubai Jumeirah,True,
ChIJSeWqXFYTXz4RbT0_dsIZWTA,JA Ocean View Hotel Jumeirah Beach,True,
ChIJt-FjuVcTXz4RNrJCgQbutrQ,DoubleTree by Hilton Dubai - Jumeirah Beach,True,
ChIJVwRE6EUVXz4Ro1amzFuYqqI,Wellfit Marina,False,FITNESS_OR_SPORTS
ChIJPeT2SPUVXz4RzFEqt_VOzkE,Banya Forrest,True,
ChIJH6CFrlRrXz4RCT8gYMmCTIE,Yinyang Connection Spa,True,
ChIJv3TWLiETXz4RU0DTfAt3oJI,Bliss Spa Massage Marina,True,
ChIJFboXFQAVXz4RU4R4ASR_hrc,Banyan Tree Spa Dubai,True,
ChIJT_f2ZbwTXz4R5luxS6aCwmk,European Spa,True,
ChIJySXY0lATXz4R7AXDOIPqGPg,The Marina Gym-24 hours Gym in Dubai Marina,False,FITNESS_OR_SPORTS
ChIJXURFoL5zXz4R85fbxdh8Hfw,Golden Spa and Massage Center Dip (Dubai Investment Park),True,
ChIJi75Sv9ZtXz4RsMsBbPN1Aq4,Estilo Arts Barbershop JVT,False,MEN_OR_BARBER
ChIJQTr0s6ltXz4R0uyU90fu2wE,Essence Healing Spa LLC - Jumeirah Golf Estates,True,
ChIJF14F-a1zXz4RPyYrdHQupUQ,华艺养身馆,True,
ChIJ2Tvgu5htXz4RwvnUzaHZHFE,Niyama Spa - Aloft Me'siam Production City,True,
ChIJE_dhgLptXz4RlaDyN3_Dtdw,Tips and Toes - City Center Me'aisem - Dubai,True,
ChIJqW2YnEJtXz4RCDEfc2m7ywY,Nomad Spa Wellness - Els Club,True,
ChIJZZXaZHptXz4RMTL5eRbcKcI,Royal Wellness SPA,True,
ChIJ2_GykD65_yYRQXUg2xXkjPQ,Massage Al Furjan Home Service,True,
ChIJ-ee05xxtXz4R3O7IqebELos,Lavuna spa - Jvc,True,
ChIJuXDqQNptXz4RXfoASl8EZoY,Reflections Russian Spa – Dubai Sports City,True,
ChIJBb_0a4dtXz4RQG3ubZevX0I,Beutics Home Massage Dubai,True,
ChIJy9iDhBxtXz4RUbhmehvl7d4,Nature True Spa,True,
ChIJdwLBNr5tXz4RM4eJJskzHu8,Al Bustan Spa,True,
ChIJT0aO83JtXz4R0VkTd6I7eFI,Royal valley Spa JVC,True,
ChIJGZ6g8ZXtLKAR6E836hl3ICE,Serenity Spa JVC,True,
ChIJG_IHobttXz4R0wnszJ-SPAA,Diamond Star Spa,True,
ChIJC2P0R7RtXz4Rz1ir2pprimU,Desert Sky massage center,True,
ChIJifwQjvBlXj4RZnm7FOATsho,Bella Medical & Invisalign Clinic Abu Dhabi,False,MEDICAL
ChIJfS8fdSdnXj4Re-Hd6z48PNs,Remedy Room,True,
ChIJHQm3XQBnXj4RnoxsgZhJwk4,Fitclinic Exercise and Sport Medicine Medical Center,False,MEDICAL
ChIJOz0hK-RlXj4RlAhCyKvu6r0,Silkor Khalidiya Branch,False,MEDICAL
ChIJc65cRqNlXj4R75nLzvnC6w0,"Jazz Lounge Spa for Men - Nation Towers Mall, Abu Dhabi",False,MEN_OR_BARBER
ChIJxQc-metlXj4RA2Np0qHrA70,Sisters Beauty Lounge Hair Salon - St. Regis Nation Towers,True,
ChIJUQmc5sVlXj4R2PCDAWYrzt0,Tips and Toes - Nation Towers,True,
ChIJX1PpzvFlXj4RdTfKWj-yCKo,Kingdom Of Beauty,True,
ChIJCbQtY9plXj4RSJE2PbCL06g,Conrad Spa at Conrad Abu Dhabi Etihad Towers,True,
ChIJvzTI6fZlXj4RF8U8gHHjyio,Le Cle Beauty and Wellness Center,True,
ChIJId_FDZtoXj4RtLMGvvUMFc0,HAIRWAVES by Charbel,True,
ChIJh4HSu-tlXj4RRX-S-W5CKio,nails the modern manicure studio - Nation Towers Galleria branch,True,
ChIJ56BEBmdvXj4RoEB4wtc7BhE,The Luxe Lift,False,FITNESS_OR_SPORTS
ChIJQ_vZET7Dpg8RsL5NwmtVv4c,Massage PVD gold plated Happy,True,
ChIJNYLTB-tlXj4RSEYSqRV0fDE,Allure Beauty Centre,True,
ChIJjwQqBABpXj4REuTQ2Av-a9Q,Glow in Grace Ladies Salon,True,
ChIJ_cZqExxlXj4RnLj-HXL397o,CAYENNE Beauty Salon by Milad Raji,True,
ChIJ7zVlrFNnXj4RNolp-WNFv9A,حلاق ظبياني,False,MEN_OR_BARBER
ChIJiZPMTaJnXj4RHOK4tARmadY,The Wave Lounge Beauty Spa Al Bateen,True,
ChIJn-VSqNlnXj4R47V-_I-fBjI,Phenomenal Ladies Salon,True,
ChIJ1_XlqW5mXj4R2AysySiBqcQ,صالون سونا مدينة زايد Sona salon,True,
ChIJP4DYhtFnXj4RnpXBRfH3LQo,Tres Jolie Center,False,MEDICAL
ChIJA08z79VnXj4RDoBZEk7Amgs,Get Lashed Beauty Lounge,True,
ChIJ7_6JSx9mXj4RLBGJ5C3BVCg,Tajmeel Clinic - Al Karamah Abu Dhabi,False,MEDICAL
ChIJKeFmXABnXj4RgwAP-cxBXgs,regents spa,True,
ChIJYXvJfPdlXj4RmcqPihLlFT8,G CLASS SALON,True,
ChIJ6y8mSL9lXj4RGDXCzHCh0mc,Rossano Ferretti Hair Spa,True,
ChIJ7THdY-hlXj4RMVnV5sVzJ5k,Physiomins Center,True,
ChIJ935DJ0BnXj4REi93Www6b6w,Simon Beauty Salon,True,
ChIJQdR3YXhlXj4Rs1lVb0ScdqY,hairitage lounge salon,True,
ChIJm5L3bxxnXj4R2bVCq7eRdF0,Rami beauty’s,True,
ChIJdWdZcEJlXj4RaxAMjWCl1as,Ahmad ayoub best hair dresser in abu dhabi,True,
ChIJQ8ljpdVnXj4RXbKAYsbdZ4A,Venere by Ann Ladies Salon,True,
ChIJ2R_mwgpmXj4RFBUQ0mAaS0g,Al Riqqa Ladies Beauty Centre,True,
ChIJydYdq3RmXj4Rpupwrl-WGT8,Concord Saloon,True,
ChIJJ5Q1lF9mXj4RTuzfreZrCRo,Ti Amo Ladies Beauty Salon,True,
ChIJfcklFudlXj4R5PJ2tTD_oCA,Caramel Beauty Lounge,True,
ChIJ2dIzEpVnXj4Rac-Ecr9LGvc,AlHiba Saloon,True,
ChIJBeBfHHdmXj4RAjqjR7BPDHQ,Chamomile Salon and Spa,True,
ChIJEYmO6XRmXj4Rh_EnzUUtp7w,Majestic saloon,True,
ChIJIdnAcBtlXj4ReLhQ8LafChQ,Beautlux Beauty Salon Abu Dhabi,True,
ChIJM38BGwBlXj4RXvM9xafewTw,Pedi:Mani:Cure Studio by Bastien Gonzalez,True,
ChIJeaglB3JmXj4RSN8BMPTWbZw,nails the modern manicure studio - Nayel & Bin Harmal Tower (Previously known as Al Muhairy Center),True,
ChIJYe0rouVnXj4RBQKS16aIjdc,Fairy Queen Beauty Salon & Spa,True,
ChIJf4Q_K-tnXj4Rhaoq4e3jNMM,Hi Nails Russian Beauty Salon,True,
ChIJq6oao2RmXj4RyER0bSVnCfQ,Glamour Touch Nails Spa,True,
ChIJl-g87yFmXj4RjLwB6QyBCDo,La Fleur Blanche,True,
ChIJvaNOssVpXj4R-wYQupCRsPs,Cleopatra Spa,True,
ChIJBfXylsplXj4RpmCpQIjjev8,Ayana Spa,True,
ChIJlylBKmtlXj4R-W3MROPilhg,West Bay Club,True,
ChIJIZcsBEFvXj4RwOm5PlnuNtw,Elvara Luxury Spa Abu Dhabi,True,
ChIJ8Vq3mOtlXj4RdN0Pi3Vw1Os,The Spa at The St. Regis Abu Dhabi,True,
ChIJ65WC-ZZlXj4RueYhagtatO0,"The Spa at Mandarin Oriental, Emirates Palace",True,
ChIJjw1AXF9vXj4Re6zC68ROUNg,"Al Bateen Spa, Villa A10, Royal M Hotel & Resort Abu Dhabi",True,
ChIJd3yM9tpnXj4RqcsO0ErB-sg,ZenSation Massage & Spa,True,
ChIJoxmRIP5lXj4R-63Z_QfnFrw,Bioskinspa Marina,True,
