request_number,official_store_id,branch_name,search_type,depth,center_latitude,center_longitude,search_radius_meters,results_returned,api_limit_reached,subdivided,request_status,error
257,42,Shakhbout City,beauty_salon,1,24.325727620625223,54.599205850347545,3535.53,20.0,True,True,SUCCESS,
258,42,Shakhbout City,beauty_salon,1,24.370643179374774,54.599205850347545,3535.53,19.0,False,False,SUCCESS,
259,42,Shakhbout City,beauty_salon,1,24.325727620625223,54.64850634965245,3535.53,20.0,True,True,SUCCESS,
260,42,Shakhbout City,beauty_salon,1,24.370643179374774,54.64850634965245,3535.53,20.0,True,True,SUCCESS,
261,42,Shakhbout City,hair_salon,1,24.325727620625223,54.599205850347545,3535.53,18.0,False,False,SUCCESS,
262,42,Shakhbout City,hair_salon,1,24.370643179374774,54.599205850347545,3535.53,3.0,False,False,SUCCESS,
263,42,Shakhbout City,hair_salon,1,24.325727620625223,54.64850634965245,3535.53,16.0,False,False,SUCCESS,
264,42,Shakhbout City,hair_salon,1,24.370643179374774,54.64850634965245,3535.53,6.0,False,False,SUCCESS,
265,42,Shakhbout City,spa,1,24.325727620625223,54.599205850347545,3535.53,14.0,False,False,SUCCESS,
266,42,Shakhbout City,spa,1,24.370643179374774,54.599205850347545,3535.53,9.0,False,False,SUCCESS,
267,42,Shakhbout City,spa,1,24.325727620625223,54.64850634965245,3535.53,20.0,True,True,SUCCESS,
268,42,Shakhbout City,spa,1,24.370643179374774,54.64850634965245,3535.53,9.0,False,False,SUCCESS,
269,34,Westyas Branch,beauty_salon,1,24.471034620625225,54.56215824843269,3535.53,6.0,False,False,SUCCESS,
270,34,Westyas Branch,beauty_salon,1,24.515950179374776,54.56215824843269,3535.53,2.0,False,False,SUCCESS,
271,34,Westyas Branch,beauty_salon,1,24.471034620625225,54.611515551567315,3535.53,20.0,True,True,SUCCESS,
272,34,Westyas Branch,beauty_salon,1,24.515950179374776,54.611515551567315,3535.53,20.0,True,True,SUCCESS,
273,34,Westyas Branch,spa,1,24.471034620625225,54.56215824843269,3535.53,5.0,False,False,SUCCESS,
274,34,Westyas Branch,spa,1,24.515950179374776,54.56215824843269,3535.53,1.0,False,False,SUCCESS,
275,34,Westyas Branch,spa,1,24.471034620625225,54.611515551567315,3535.53,20.0,True,True,SUCCESS,
276,34,Westyas Branch,spa,1,24.515950179374776,54.611515551567315,3535.53,10.0,False,False,SUCCESS,
277,49,Zawaya Walk,beauty_salon,1,25.308165620625225,55.4046261110335,3535.53,20.0,True,True,SUCCESS,
278,49,Zawaya Walk,beauty_salon,1,25.353081179374776,55.4046261110335,3535.53,20.0,True,True,SUCCESS,
279,49,Zawaya Walk,beauty_salon,1,25.308165620625225,55.4543194889665,3535.53,20.0,True,True,SUCCESS,
280,49,Zawaya Walk,beauty_salon,1,25.353081179374776,55.4543194889665,3535.53,20.0,True,True,SUCCESS,
281,49,Zawaya Walk,hair_salon,1,25.308165620625225,55.4046261110335,3535.53,20.0,True,True,SUCCESS,
282,49,Zawaya Walk,hair_salon,1,25.353081179374776,55.4046261110335,3535.53,20.0,True,True,SUCCESS,
283,49,Zawaya Walk,hair_salon,1,25.308165620625225,55.4543194889665,3535.53,20.0,True,True,SUCCESS,
284,49,Zawaya Walk,hair_salon,1,25.353081179374776,55.4543194889665,3535.53,20.0,True,True,SUCCESS,
285,49,Zawaya Walk,nail_salon,1,25.308165620625225,55.4046261110335,3535.53,20.0,True,True,SUCCESS,
286,49,Zawaya Walk,nail_salon,1,25.353081179374776,55.4046261110335,3535.53,20.0,True,True,SUCCESS,
287,49,Zawaya Walk,nail_salon,1,25.308165620625225,55.4543194889665,3535.53,20.0,True,True,SUCCESS,
288,49,Zawaya Walk,nail_salon,1,25.353081179374776,55.4543194889665,3535.53,6.0,False,False,SUCCESS,
289,49,Zawaya Walk,spa,1,25.308165620625225,55.4046261110335,3535.53,20.0,True,True,SUCCESS,
290,49,Zawaya Walk,spa,1,25.353081179374776,55.4046261110335,3535.53,20.0,True,True,SUCCESS,
291,49,Zawaya Walk,spa,1,25.308165620625225,55.4543194889665,3535.53,20.0,True,True,SUCCESS,
292,49,Zawaya Walk,spa,1,25.353081179374776,55.4543194889665,3535.53,20.0,True,True,SUCCESS,
293,47,Zayed International Airport,beauty_salon,1,24.430314020625225,54.61647143034369,3535.53,20.0,True,True,SUCCESS,
294,47,Zayed International Airport,beauty_salon,1,24.475229579374776,54.61647143034369,3535.53,20.0,True,True,SUCCESS,
295,47,Zayed International Airport,beauty_salon,1,24.430314020625225,54.66581276965632,3535.53,5.0,False,False,SUCCESS,
296,47,Zayed International Airport,beauty_salon,1,24.475229579374776,54.66581276965632,3535.53,5.0,False,False,SUCCESS,
297,47,Zayed International Airport,hair_salon,1,24.430314020625225,54.61647143034369,3535.53,20.0,True,True,SUCCESS,
298,47,Zayed International Airport,hair_salon,1,24.475229579374776,54.61647143034369,3535.53,16.0,False,False,SUCCESS,
299,47,Zayed International Airport,hair_salon,1,24.430314020625225,54.66581276965632,3535.53,2.0,False,False,SUCCESS,
300,47,Zayed International Airport,hair_salon,1,24.475229579374776,54.66581276965632,3535.53,2.0,False,False,SUCCESS,
301,47,Zayed International Airport,spa,1,24.430314020625225,54.61647143034369,3535.53,20.0,True,True,SUCCESS,
302,47,Zayed International Airport,spa,1,24.475229579374776,54.61647143034369,3535.53,20.0,True,True,SUCCESS,
303,47,Zayed International Airport,spa,1,24.430314020625225,54.66581276965632,3535.53,7.0,False,False,SUCCESS,
304,47,Zayed International Airport,spa,1,24.475229579374776,54.66581276965632,3535.53,3.0,False,False,SUCCESS,
305,37,Al Ain,beauty_salon,2,24.192996830937837,55.62304156194019,1767.77,4.0,False,False,SUCCESS,
306,37,Al Ain,beauty_salon,2,24.215454610312612,55.62304156194019,1767.77,0.0,False,False,SUCCESS,
307,37,Al Ain,beauty_salon,2,24.192996830937837,55.647663893410886,1767.77,12.0,False,False,SUCCESS,
308,37,Al Ain,beauty_salon,2,24.215454610312612,55.647663893410886,1767.77,11.0,False,False,SUCCESS,
309,37,Al Ain,beauty_salon,2,24.192996830937837,55.67229490658911,1767.77,15.0,False,False,SUCCESS,
310,37,Al Ain,beauty_salon,2,24.215454610312612,55.67229490658911,1767.77,17.0,False,False,SUCCESS,
311,37,Al Ain,beauty_salon,2,24.192996830937837,55.696917238059804,1767.77,1.0,False,False,SUCCESS,
312,37,Al Ain,beauty_salon,2,24.215454610312612,55.696917238059804,1767.77,18.0,False,False,SUCCESS,
313,37,Al Ain,beauty_salon,2,24.237912389687388,55.67229056307751,1767.77,8.0,False,False,SUCCESS,
314,37,Al Ain,beauty_salon,2,24.260370169062163,55.67229056307751,1767.77,0.0,False,False,SUCCESS,
315,37,Al Ain,beauty_salon,2,24.237912389687388,55.6969215815714,1767.77,8.0,False,False,SUCCESS,
316,37,Al Ain,beauty_salon,2,24.260370169062163,55.6969215815714,1767.77,2.0,False,False,SUCCESS,
317,30,Al Barsha,beauty_salon,2,25.079458430937837,55.17840801907204,1767.77,16.0,False,False,SUCCESS,
318,30,Al Barsha,beauty_salon,2,25.101916210312613,55.17840801907204,1767.77,20.0,True,True,SUCCESS,
319,30,Al Barsha,beauty_salon,2,25.079458430937837,55.20320577042888,1767.77,20.0,True,True,SUCCESS,
320,30,Al Barsha,beauty_salon,2,25.101916210312613,55.20320577042888,1767.77,20.0,True,True,SUCCESS,
321,30,Al Barsha,beauty_salon,2,25.12437398968739,55.17840346243696,1767.77,20.0,True,True,SUCCESS,
322,30,Al Barsha,beauty_salon,2,25.146831769062164,55.17840346243696,1767.77,14.0,False,False,SUCCESS,
323,30,Al Barsha,beauty_salon,2,25.12437398968739,55.20321032706396,1767.77,20.0,True,True,SUCCESS,
324,30,Al Barsha,beauty_salon,2,25.146831769062164,55.20321032706396,1767.77,20.0,True,True,SUCCESS,
325,30,Al Barsha,beauty_salon,2,25.079458430937837,55.228012629571126,1767.77,20.0,True,True,SUCCESS,
326,30,Al Barsha,beauty_salon,2,25.101916210312613,55.228012629571126,1767.77,20.0,True,True,SUCCESS,
327,30,Al Barsha,beauty_salon,2,25.079458430937837,55.25281038092797,1767.77,17.0,False,False,SUCCESS,
328,30,Al Barsha,beauty_salon,2,25.101916210312613,55.25281038092797,1767.77,20.0,True,True,SUCCESS,
329,30,Al Barsha,beauty_salon,2,25.12437398968739,55.22800807293605,1767.77,19.0,False,False,SUCCESS,
330,30,Al Barsha,beauty_salon,2,25.146831769062164,55.22800807293605,1767.77,20.0,True,True,SUCCESS,
331,30,Al Barsha,beauty_salon,2,25.12437398968739,55.252814937563045,1767.77,19.0,False,False,SUCCESS,
332,30,Al Barsha,beauty_salon,2,25.146831769062164,55.252814937563045,1767.77,20.0,True,True,SUCCESS,
333,30,Al Barsha,hair_salon,2,25.079458430937837,55.17840801907204,1767.77,7.0,False,False,SUCCESS,
334,30,Al Barsha,hair_salon,2,25.101916210312613,55.17840801907204,1767.77,20.0,True,True,SUCCESS,
335,30,Al Barsha,hair_salon,2,25.079458430937837,55.20320577042888,1767.77,15.0,False,False,SUCCESS,
336,30,Al Barsha,hair_salon,2,25.101916210312613,55.20320577042888,1767.77,20.0,True,True,SUCCESS,
337,30,Al Barsha,hair_salon,2,25.12437398968739,55.17840346243696,1767.77,5.0,False,False,SUCCESS,
338,30,Al Barsha,hair_salon,2,25.146831769062164,55.17840346243696,1767.77,5.0,False,False,SUCCESS,
339,30,Al Barsha,hair_salon,2,25.12437398968739,55.20321032706396,1767.77,20.0,True,True,SUCCESS,
340,30,Al Barsha,hair_salon,2,25.146831769062164,55.20321032706396,1767.77,20.0,True,True,SUCCESS,
341,30,Al Barsha,hair_salon,2,25.079458430937837,55.228012629571126,1767.77,7.0,False,False,SUCCESS,
342,30,Al Barsha,hair_salon,2,25.101916210312613,55.228012629571126,1767.77,18.0,False,False,SUCCESS,
343,30,Al Barsha,hair_salon,2,25.079458430937837,55.25281038092797,1767.77,6.0,False,False,SUCCESS,
344,30,Al Barsha,hair_salon,2,25.101916210312613,55.25281038092797,1767.77,10.0,False,False,SUCCESS,
345,30,Al Barsha,hair_salon,2,25.12437398968739,55.22800807293605,1767.77,20.0,True,True,SUCCESS,
346,30,Al Barsha,hair_salon,2,25.146831769062164,55.22800807293605,1767.77,16.0,False,False,SUCCESS,
347,30,Al Barsha,hair_salon,2,25.12437398968739,55.252814937563045,1767.77,15.0,False,False,SUCCESS,
348,30,Al Barsha,hair_salon,2,25.146831769062164,55.252814937563045,1767.77,20.0,True,True,SUCCESS,
349,30,Al Barsha,nail_salon,2,25.079458430937837,55.17840801907204,1767.77,5.0,False,False,SUCCESS,
350,30,Al Barsha,nail_salon,2,25.101916210312613,55.17840801907204,1767.77,20.0,True,True,SUCCESS,
351,30,Al Barsha,nail_salon,2,25.079458430937837,55.20320577042888,1767.77,7.0,False,False,SUCCESS,
352,30,Al Barsha,nail_salon,2,25.101916210312613,55.20320577042888,1767.77,20.0,True,True,SUCCESS,
353,30,Al Barsha,nail_salon,2,25.12437398968739,55.17840346243696,1767.77,5.0,False,False,SUCCESS,
354,30,Al Barsha,nail_salon,2,25.146831769062164,55.17840346243696,1767.77,3.0,False,False,SUCCESS,
355,30,Al Barsha,nail_salon,2,25.12437398968739,55.20321032706396,1767.77,20.0,True,True,SUCCESS,
356,30,Al Barsha,nail_salon,2,25.146831769062164,55.20321032706396,1767.77,20.0,True,True,SUCCESS,
357,30,Al Barsha,nail_salon,2,25.079458430937837,55.228012629571126,1767.77,3.0,False,False,SUCCESS,
358,30,Al Barsha,nail_salon,2,25.101916210312613,55.228012629571126,1767.77,12.0,False,False,SUCCESS,
359,30,Al Barsha,nail_salon,2,25.079458430937837,55.25281038092797,1767.77,3.0,False,False,SUCCESS,
360,30,Al Barsha,nail_salon,2,25.101916210312613,55.25281038092797,1767.77,9.0,False,False,SUCCESS,
361,30,Al Barsha,nail_salon,2,25.12437398968739,55.22800807293605,1767.77,6.0,False,False,SUCCESS,
362,30,Al Barsha,nail_salon,2,25.146831769062164,55.22800807293605,1767.77,9.0,False,False,SUCCESS,
363,30,Al Barsha,nail_salon,2,25.12437398968739,55.252814937563045,1767.77,1.0,False,False,SUCCESS,
364,30,Al Barsha,nail_salon,2,25.146831769062164,55.252814937563045,1767.77,1.0,False,False,SUCCESS,
365,30,Al Barsha,spa,2,25.079458430937837,55.17840801907204,1767.77,20.0,True,True,SUCCESS,
366,30,Al Barsha,spa,2,25.101916210312613,55.17840801907204,1767.77,20.0,True,True,SUCCESS,
367,30,Al Barsha,spa,2,25.079458430937837,55.20320577042888,1767.77,20.0,True,True,SUCCESS,
368,30,Al Barsha,spa,2,25.101916210312613,55.20320577042888,1767.77,20.0,True,True,SUCCESS,
369,30,Al Barsha,spa,2,25.12437398968739,55.17840346243696,1767.77,20.0,True,True,SUCCESS,
370,30,Al Barsha,spa,2,25.146831769062164,55.17840346243696,1767.77,20.0,True,True,SUCCESS,
371,30,Al Barsha,spa,2,25.12437398968739,55.20321032706396,1767.77,20.0,True,True,SUCCESS,
372,30,Al Barsha,spa,2,25.146831769062164,55.20321032706396,1767.77,20.0,True,True,SUCCESS,
373,30,Al Barsha,spa,2,25.079458430937837,55.228012629571126,1767.77,9.0,False,False,SUCCESS,
374,30,Al Barsha,spa,2,25.101916210312613,55.228012629571126,1767.77,20.0,True,True,SUCCESS,
375,30,Al Barsha,spa,2,25.079458430937837,55.25281038092797,1767.77,15.0,False,False,SUCCESS,
376,30,Al Barsha,spa,2,25.101916210312613,55.25281038092797,1767.77,17.0,False,False,SUCCESS,
377,30,Al Barsha,spa,2,25.12437398968739,55.22800807293605,1767.77,13.0,False,False,SUCCESS,
378,30,Al Barsha,spa,2,25.146831769062164,55.22800807293605,1767.77,20.0,True,True,SUCCESS,
379,30,Al Barsha,spa,2,25.12437398968739,55.252814937563045,1767.77,12.0,False,False,SUCCESS,
380,30,Al Barsha,spa,2,25.146831769062164,55.252814937563045,1767.77,13.0,False,False,SUCCESS,
381,46,Al Dhafra Branch,hair_salon,2,23.63928128968739,53.72636868101331,1767.77,1.0,False,False,SUCCESS,
382,46,Al Dhafra Branch,hair_salon,2,23.661739069062165,53.72636868101331,1767.77,17.0,False,False,SUCCESS,
383,46,Al Dhafra Branch,hair_salon,2,23.63928128968739,53.75088565478768,1767.77,0.0,False,False,SUCCESS,
384,46,Al Dhafra Branch,hair_salon,2,23.661739069062165,53.75088565478768,1767.77,3.0,False,False,SUCCESS,
385,39,Al Falah,beauty_salon,2,24.409207230937838,54.702696491981115,1767.77,3.0,False,False,SUCCESS,
386,39,Al Falah,beauty_salon,2,24.431665010312614,54.702696491981115,1767.77,9.0,False,False,SUCCESS,
387,39,Al Falah,beauty_salon,2,24.409207230937838,54.72736083585835,1767.77,16.0,False,False,SUCCESS,
388,39,Al Falah,beauty_salon,2,24.431665010312614,54.72736083585835,1767.77,20.0,True,True,SUCCESS,
389,39,Al Falah,beauty_salon,2,24.45412278968739,54.702692097100126,1767.77,7.0,False,False,SUCCESS,
390,39,Al Falah,beauty_salon,2,24.476580569062165,54.702692097100126,1767.77,0.0,False,False,SUCCESS,
391,39,Al Falah,beauty_salon,2,24.45412278968739,54.72736523073934,1767.77,18.0,False,False,SUCCESS,
392,39,Al Falah,beauty_salon,2,24.476580569062165,54.72736523073934,1767.77,0.0,False,False,SUCCESS,
393,39,Al Falah,beauty_salon,2,24.409207230937838,54.752033964141646,1767.77,4.0,False,False,SUCCESS,
394,39,Al Falah,beauty_salon,2,24.431665010312614,54.752033964141646,1767.77,10.0,False,False,SUCCESS,
395,39,Al Falah,beauty_salon,2,24.409207230937838,54.77669830801888,1767.77,0.0,False,False,SUCCESS,
396,39,Al Falah,beauty_salon,2,24.431665010312614,54.77669830801888,1767.77,0.0,False,False,SUCCESS,
397,50,Al Jada,beauty_salon,2,25.285522930937837,55.44264718207508,1767.77,20.0,True,True,SUCCESS,
398,50,Al Jada,beauty_salon,2,25.307980710312613,55.44264718207508,1767.77,20.0,True,True,SUCCESS,
399,50,Al Jada,beauty_salon,2,25.285522930937837,55.46748692443465,1767.77,20.0,True,True,SUCCESS,
400,50,Al Jada,beauty_salon,2,25.307980710312613,55.46748692443465,1767.77,20.0,True,True,SUCCESS,
401,50,Al Jada,beauty_salon,2,25.33043848968739,55.442642574926694,1767.77,15.0,False,False,SUCCESS,
402,50,Al Jada,beauty_salon,2,25.352896269062164,55.442642574926694,1767.77,20.0,True,True,SUCCESS,
403,50,Al Jada,beauty_salon,2,25.33043848968739,55.467491531583036,1767.77,20.0,True,True,SUCCESS,
404,50,Al Jada,beauty_salon,2,25.352896269062164,55.467491531583036,1767.77,5.0,False,False,SUCCESS,
405,50,Al Jada,beauty_salon,2,25.33043848968739,55.49233126841696,1767.77,4.0,False,False,SUCCESS,
406,50,Al Jada,beauty_salon,2,25.352896269062164,55.49233126841696,1767.77,16.0,False,False,SUCCESS,
407,50,Al Jada,beauty_salon,2,25.33043848968739,55.517180225073304,1767.77,1.0,False,False,SUCCESS,
408,50,Al Jada,beauty_salon,2,25.352896269062164,55.517180225073304,1767.77,3.0,False,False,SUCCESS,
409,50,Al Jada,hair_salon,2,25.285522930937837,55.44264718207508,1767.77,20.0,True,True,SUCCESS,
410,50,Al Jada,hair_salon,2,25.307980710312613,55.44264718207508,1767.77,20.0,True,True,SUCCESS,
411,50,Al Jada,hair_salon,2,25.285522930937837,55.46748692443465,1767.77,9.0,False,False,SUCCESS,
412,50,Al Jada,hair_salon,2,25.307980710312613,55.46748692443465,1767.77,20.0,True,True,SUCCESS,
413,50,Al Jada,hair_salon,2,25.33043848968739,55.442642574926694,1767.77,5.0,False,False,SUCCESS,
414,50,Al Jada,hair_salon,2,25.352896269062164,55.442642574926694,1767.77,8.0,False,False,SUCCESS,
415,50,Al Jada,hair_salon,2,25.33043848968739,55.467491531583036,1767.77,4.0,False,False,SUCCESS,
416,50,Al Jada,hair_salon,2,25.352896269062164,55.467491531583036,1767.77,0.0,False,False,SUCCESS,
417,50,Al Jada,nail_salon,2,25.285522930937837,55.44264718207508,1767.77,2.0,False,False,SUCCESS,
418,50,Al Jada,nail_salon,2,25.307980710312613,55.44264718207508,1767.77,20.0,True,True,SUCCESS,
419,50,Al Jada,nail_salon,2,25.285522930937837,55.46748692443465,1767.77,1.0,False,False,SUCCESS,
420,50,Al Jada,nail_salon,2,25.307980710312613,55.46748692443465,1767.77,20.0,True,True,SUCCESS,
421,50,Al Jada,spa,2,25.285522930937837,55.44264718207508,1767.77,5.0,False,False,SUCCESS,
422,50,Al Jada,spa,2,25.307980710312613,55.44264718207508,1767.77,20.0,True,True,SUCCESS,
423,50,Al Jada,spa,2,25.285522930937837,55.46748692443465,1767.77,3.0,False,False,SUCCESS,
424,50,Al Jada,spa,2,25.307980710312613,55.46748692443465,1767.77,20.0,True,True,SUCCESS,
425,50,Al Jada,spa,2,25.33043848968739,55.442642574926694,1767.77,2.0,False,False,SUCCESS,
426,50,Al Jada,spa,2,25.352896269062164,55.442642574926694,1767.77,6.0,False,False,SUCCESS,
427,50,Al Jada,spa,2,25.33043848968739,55.467491531583036,1767.77,2.0,False,False,SUCCESS,
428,50,Al Jada,spa,2,25.352896269062164,55.467491531583036,1767.77,0.0,False,False,SUCCESS,
429,45,Al Maqta,beauty_salon,2,24.379364930937836,54.45596344132902,1767.77,0.0,False,False,SUCCESS,
430,45,Al Maqta,beauty_salon,2,24.40182271031261,54.45596344132902,1767.77,6.0,False,False,SUCCESS,
431,45,Al Maqta,beauty_salon,2,24.379364930937836,54.480621957048,1767.77,3.0,False,False,SUCCESS,
432,45,Al Maqta,beauty_salon,2,24.40182271031261,54.480621957048,1767.77,20.0,True,True,SUCCESS,
433,45,Al Maqta,beauty_salon,2,24.424280489687387,54.455959053561344,1767.77,20.0,True,True,SUCCESS,
434,45,Al Maqta,beauty_salon,2,24.446738269062163,54.455959053561344,1767.77,6.0,False,False,SUCCESS,
435,45,Al Maqta,beauty_salon,2,24.424280489687387,54.480626344815676,1767.77,14.0,False,False,SUCCESS,
436,45,Al Maqta,beauty_salon,2,24.446738269062163,54.480626344815676,1767.77,0.0,False,False,SUCCESS,
437,45,Al Maqta,beauty_salon,2,24.379364930937836,54.505289242952,1767.77,12.0,False,False,SUCCESS,
438,45,Al Maqta,beauty_salon,2,24.40182271031261,54.505289242952,1767.77,20.0,True,True,SUCCESS,
439,45,Al Maqta,beauty_salon,2,24.379364930937836,54.529947758670986,1767.77,12.0,False,False,SUCCESS,
440,45,Al Maqta,beauty_salon,2,24.40182271031261,54.529947758670986,1767.77,7.0,False,False,SUCCESS,
441,45,Al Maqta,beauty_salon,2,24.424280489687387,54.50528485518433,1767.77,9.0,False,False,SUCCESS,
442,45,Al Maqta,beauty_salon,2,24.446738269062163,54.50528485518433,1767.77,0.0,False,False,SUCCESS,
443,45,Al Maqta,beauty_salon,2,24.424280489687387,54.52995214643866,1767.77,7.0,False,False,SUCCESS,
444,45,Al Maqta,beauty_salon,2,24.446738269062163,54.52995214643866,1767.77,0.0,False,False,SUCCESS,
445,45,Al Maqta,hair_salon,2,24.424280489687387,54.455959053561344,1767.77,8.0,False,False,SUCCESS,
446,45,Al Maqta,hair_salon,2,24.446738269062163,54.455959053561344,1767.77,2.0,False,False,SUCCESS,
447,45,Al Maqta,hair_salon,2,24.424280489687387,54.480626344815676,1767.77,6.0,False,False,SUCCESS,
448,45,Al Maqta,hair_salon,2,24.446738269062163,54.480626344815676,1767.77,0.0,False,False,SUCCESS,
449,45,Al Maqta,hair_salon,2,24.379364930937836,54.505289242952,1767.77,20.0,True,True,SUCCESS,
450,45,Al Maqta,hair_salon,2,24.40182271031261,54.505289242952,1767.77,9.0,False,False,SUCCESS,
451,45,Al Maqta,hair_salon,2,24.379364930937836,54.529947758670986,1767.77,8.0,False,False,SUCCESS,
452,45,Al Maqta,hair_salon,2,24.40182271031261,54.529947758670986,1767.77,6.0,False,False,SUCCESS,
453,45,Al Maqta,spa,2,24.379364930937836,54.45596344132902,1767.77,0.0,False,False,SUCCESS,
454,45,Al Maqta,spa,2,24.40182271031261,54.45596344132902,1767.77,8.0,False,False,SUCCESS,
455,45,Al Maqta,spa,2,24.379364930937836,54.480621957048,1767.77,1.0,False,False,SUCCESS,
456,45,Al Maqta,spa,2,24.40182271031261,54.480621957048,1767.77,20.0,True,True,SUCCESS,
457,45,Al Maqta,spa,2,24.424280489687387,54.455959053561344,1767.77,,,,ERROR,"('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))"
458,45,Al Maqta,spa,2,24.446738269062163,54.455959053561344,1767.77,7.0,False,False,SUCCESS,
459,45,Al Maqta,spa,2,24.424280489687387,54.480626344815676,1767.77,20.0,True,True,SUCCESS,
460,45,Al Maqta,spa,2,24.446738269062163,54.480626344815676,1767.77,0.0,False,False,SUCCESS,
461,45,Al Maqta,spa,2,24.379364930937836,54.505289242952,1767.77,2.0,False,False,SUCCESS,
462,45,Al Maqta,spa,2,24.40182271031261,54.505289242952,1767.77,20.0,True,True,SUCCESS,
463,45,Al Maqta,spa,2,24.379364930937836,54.529947758670986,1767.77,,,,ERROR,"('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))"
464,45,Al Maqta,spa,2,24.40182271031261,54.529947758670986,1767.77,10.0,False,False,SUCCESS,
465,45,Al Maqta,spa,2,24.424280489687387,54.50528485518433,1767.77,9.0,False,False,SUCCESS,
466,45,Al Maqta,spa,2,24.446738269062163,54.50528485518433,1767.77,0.0,False,False,SUCCESS,
467,45,Al Maqta,spa,2,24.424280489687387,54.52995214643866,1767.77,14.0,False,False,SUCCESS,
468,45,Al Maqta,spa,2,24.446738269062163,54.52995214643866,1767.77,0.0,False,False,SUCCESS,
469,51,Al Taif Mall,beauty_salon,2,25.13148948968739,56.288142395575534,1767.77,1.0,False,False,SUCCESS,
470,51,Al Taif Mall,beauty_salon,2,25.153947269062165,56.288142395575534,1767.77,0.0,False,False,SUCCESS,
471,51,Al Taif Mall,beauty_salon,2,25.13148948968739,56.31295070593595,1767.77,20.0,True,True,SUCCESS,
472,51,Al Taif Mall,beauty_salon,2,25.153947269062165,56.31295070593595,1767.77,0.0,False,False,SUCCESS,
473,51,Al Taif Mall,beauty_salon,2,25.08657393093784,56.337754452437125,1767.77,1.0,False,False,SUCCESS,
474,51,Al Taif Mall,beauty_salon,2,25.109031710312614,56.337754452437125,1767.77,20.0,True,True,SUCCESS,
475,51,Al Taif Mall,beauty_salon,2,25.08657393093784,56.36255364605138,1767.77,9.0,False,False,SUCCESS,
476,51,Al Taif Mall,beauty_salon,2,25.109031710312614,56.36255364605138,1767.77,11.0,False,False,SUCCESS,
477,51,Al Taif Mall,beauty_salon,2,25.13148948968739,56.337749894064046,1767.77,20.0,True,True,SUCCESS,
478,51,Al Taif Mall,beauty_salon,2,25.153947269062165,56.337749894064046,1767.77,20.0,True,True,SUCCESS,
479,51,Al Taif Mall,beauty_salon,2,25.13148948968739,56.36255820442446,1767.77,20.0,True,True,SUCCESS,
480,51,Al Taif Mall,beauty_salon,2,25.153947269062165,56.36255820442446,1767.77,20.0,True,True,SUCCESS,
481,51,Al Taif Mall,hair_salon,2,25.08657393093784,56.337754452437125,1767.77,0.0,False,False,SUCCESS,
482,51,Al Taif Mall,hair_salon,2,25.109031710312614,56.337754452437125,1767.77,13.0,False,False,SUCCESS,
483,51,Al Taif Mall,hair_salon,2,25.08657393093784,56.36255364605138,1767.77,0.0,False,False,SUCCESS,
484,51,Al Taif Mall,hair_salon,2,25.109031710312614,56.36255364605138,1767.77,0.0,False,False,SUCCESS,
485,51,Al Taif Mall,hair_salon,2,25.13148948968739,56.337749894064046,1767.77,20.0,True,True,SUCCESS,
486,51,Al Taif Mall,hair_salon,2,25.153947269062165,56.337749894064046,1767.77,11.0,False,False,SUCCESS,
487,51,Al Taif Mall,hair_salon,2,25.13148948968739,56.36255820442446,1767.77,8.0,False,False,SUCCESS,
488,51,Al Taif Mall,hair_salon,2,25.153947269062165,56.36255820442446,1767.77,7.0,False,False,SUCCESS,
489,51,Al Taif Mall,spa,2,25.13148948968739,56.337749894064046,1767.77,20.0,True,True,SUCCESS,
490,51,Al Taif Mall,spa,2,25.153947269062165,56.337749894064046,1767.77,7.0,False,False,SUCCESS,
491,51,Al Taif Mall,spa,2,25.13148948968739,56.36255820442446,1767.77,12.0,False,False,SUCCESS,
492,51,Al Taif Mall,spa,2,25.153947269062165,56.36255820442446,1767.77,6.0,False,False,SUCCESS,
493,36,Baniyas,beauty_salon,2,24.263676430937835,54.59628902580625,1767.77,0.0,False,False,SUCCESS,
494,36,Baniyas,beauty_salon,2,24.28613421031261,54.59628902580625,1767.77,0.0,False,False,SUCCESS,
495,36,Baniyas,beauty_salon,2,24.263676430937835,54.620925036870496,1767.77,3.0,False,False,SUCCESS,
496,36,Baniyas,beauty_salon,2,24.28613421031261,54.620925036870496,1767.77,9.0,False,False,SUCCESS,
497,36,Baniyas,beauty_salon,2,24.308591989687386,54.59628466554448,1767.77,9.0,False,False,SUCCESS,
498,36,Baniyas,beauty_salon,2,24.33104976906216,54.59628466554448,1767.77,0.0,False,False,SUCCESS,
499,36,Baniyas,beauty_salon,2,24.308591989687386,54.620929397132265,1767.77,20.0,True,True,SUCCESS,
500,36,Baniyas,beauty_salon,2,24.33104976906216,54.620929397132265,1767.77,13.0,False,False,SUCCESS,
