official_store_id,branch_name,google_place_id,sample_position,review_rating,review_text,original_review_text,publish_time,relative_publish_time,author_name,review_url,source,retrieved_at
37,Al Ain,ChIJaVP-IbGtij4REpj8CjkEfdo,1,2,"I got a gel manicure and pedicure on June 15, but the polish started peeling the very next day. It began with my thumb, then spread to four nails within a few days.

I contacted the salon within 4 days and requested a full removal instead of redoing them, as I didn’t want to spend another 2 hours fixing something that might chip again. They refused.

This was very disappointing. The service was great until there was an issue—then the response completely changed.

For context, I don’t do house chores like dishwashing that could cause early chipping.","I got a gel manicure and pedicure on June 15, but the polish started peeling the very next day. It began with my thumb, then spread to four nails within a few days.

I contacted the salon within 4 days and requested a full removal instead of redoing them, as I didn’t want to spend another 2 hours fixing something that might chip again. They refused.

This was very disappointing. The service was great until there was an issue—then the response completely changed.

For context, I don’t do house chores like dishwashing that could cause early chipping.",2026-06-19T09:33:44.059594894Z,2 months ago,H Webbll,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT25KSFltMHhURmhOTmxaVExXWXRSVTk0YjBGMGVGRRAB!2m1!1s0x3e8aadb121fe5369:0xda7d04390afc9812,Google Places API (New); API returns up to 5 review samples,2026-09-02T15:15:30+00:00
37,Al Ain,ChIJaVP-IbGtij4REpj8CjkEfdo,2,5,"I had such a lovely experience! She did my nails beautifully with so much attention to detail. She was incredibly kind, friendly, and easy to talk to, which made the whole appointment so comfortable. I’m so happy with the results and will definitely be coming back. Highly recommend her!

Her name is GERALDINE 🤍","I had such a lovely experience! She did my nails beautifully with so much attention to detail. She was incredibly kind, friendly, and easy to talk to, which made the whole appointment so comfortable. I’m so happy with the results and will definitely be coming back. Highly recommend her!

Her name is GERALDINE 🤍",2026-06-26T09:13:22.639973978Z,2 months ago,maitha aldhaheri,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT25Wd2RXdDZTSE42ZERCQ0xXRmxNWFpOVkhGeGNGRRAB!2m1!1s0x3e8aadb121fe5369:0xda7d04390afc9812,Google Places API (New); API returns up to 5 review samples,2026-09-02T15:15:30+00:00
37,Al Ain,ChIJaVP-IbGtij4REpj8CjkEfdo,3,5,"Had such a lovely experience💖

Dao and Linh were absolutely amazing. So kind, gentle, and attentive to every detail. They really listened to what I wanted and made sure everything was perfect.

My nails turned out flawless, clean, precise, and beautifully done. I could truly tell they care about their work and their clients.

Highly recommend asking for Dao and Linh if you want perfect nail art and a genuinely pleasant experience.","Had such a lovely experience💖

Dao and Linh were absolutely amazing. So kind, gentle, and attentive to every detail. They really listened to what I wanted and made sure everything was perfect.

My nails turned out flawless, clean, precise, and beautifully done. I could truly tell they care about their work and their clients.

Highly recommend asking for Dao and Linh if you want perfect nail art and a genuinely pleasant experience.",2026-01-25T15:41:12.634453872Z,7 months ago,Mouza Alshamsi,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2tkUWFrc3dTblJ0TURJd1NsaGxOMkZ2WTNadlQzYxAB!2m1!1s0x3e8aadb121fe5369:0xda7d04390afc9812,Google Places API (New); API returns up to 5 review samples,2026-09-02T15:15:30+00:00
37,Al Ain,ChIJaVP-IbGtij4REpj8CjkEfdo,4,5,"⭐️⭐️⭐️⭐️⭐️
I seriously can’t recommend this place enough! Fawziya is AMAZING 🤍 She does my eyebrows, facials, and waxing and she’s always so quick, gentle, and precise. Super friendly, always makes me feel comfortable, and honestly I wouldn’t replace her with anyone, I’d recommend her in a heartbeat!

The staff are all so lovely and welcoming, and I really love how they genuinely try to make life easier for their customers. Every visit is smooth, relaxed, and just a great experience overall. My go-to place every time! 💕","⭐️⭐️⭐️⭐️⭐️
I seriously can’t recommend this place enough! Fawziya is AMAZING 🤍 She does my eyebrows, facials, and waxing and she’s always so quick, gentle, and precise. Super friendly, always makes me feel comfortable, and honestly I wouldn’t replace her with anyone, I’d recommend her in a heartbeat!

The staff are all so lovely and welcoming, and I really love how they genuinely try to make life easier for their customers. Every visit is smooth, relaxed, and just a great experience overall. My go-to place every time! 💕",2025-12-20T08:01:13.162560211Z,8 months ago,Rhand Elkarib,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT25CdWEwSTRRbVZCVkVwYU9EVTNTMm94TkdzemVIYxAB!2m1!1s0x3e8aadb121fe5369:0xda7d04390afc9812,Google Places API (New); API returns up to 5 review samples,2026-09-02T15:15:30+00:00
37,Al Ain,ChIJaVP-IbGtij4REpj8CjkEfdo,5,5,"Absolutely loved my nail extensions 😍✨
The shape, finishing and design turned out so beautiful and clean. The nails look elegant and feel super comfortable too. Staff was friendly and very professional. Highly recommended for anyone who wants pretty and classy nails 💅💕","Absolutely loved my nail extensions 😍✨
The shape, finishing and design turned out so beautiful and clean. The nails look elegant and feel super comfortable too. Staff was friendly and very professional. Highly recommended for anyone who wants pretty and classy nails 💅💕",2026-05-19T18:38:17.176338946Z,3 months ago,puja rwt,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2tKRFlUTjZVeTFqV21Kc05rcFNabFZTTVd4dVFrRRAB!2m1!1s0x3e8aadb121fe5369:0xda7d04390afc9812,Google Places API (New); API returns up to 5 review samples,2026-09-02T15:15:30+00:00
30,Al Barsha,ChIJ692_u5NrXz4RTD99fc17TzU,1,5,"I had a wonderful experience at Bedashing, Al Barsha branch! The salon is very spacious and beautifully designed, with a separate section for hair treatments and dedicated areas for different services. I loved how organized everything was.

They also have a wide variety of nail polish colors, which made it so easy to find exactly what I wanted. The team was ready and welcoming as soon as I confirmed my services which is super efficient and friendly!

Prem Maya did my pedicure and was incredibly professional, precise, and patient. She truly takes her time to ensure everything is perfect.

Rogelyn helped me pick out a nail color and did a fantastic job with the application, precision, and thoughtful tips. She works quickly yet pays attention to every detail.

Overall, a great experience with a talented and kind team, I’ll definitely be returning! ✨","I had a wonderful experience at Bedashing, Al Barsha branch! The salon is very spacious and beautifully designed, with a separate section for hair treatments and dedicated areas for different services. I loved how organized everything was.

They also have a wide variety of nail polish colors, which made it so easy to find exactly what I wanted. The team was ready and welcoming as soon as I confirmed my services which is super efficient and friendly!

Prem Maya did my pedicure and was incredibly professional, precise, and patient. She truly takes her time to ensure everything is perfect.

Rogelyn helped me pick out a nail color and did a fantastic job with the application, precision, and thoughtful tips. She works quickly yet pays attention to every detail.

Overall, a great experience with a talented and kind team, I’ll definitely be returning! ✨",2025-11-01T09:38:16.849145399Z,10 months ago,TRD,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT25ZeVQyaEZNbmc0VW1ObE0xTndhREpaYVVrNWNuYxAB!2m1!1s0x3e5f6b93bbbfddeb:0x354f7bcd7d7d3f4c,Google Places API (New); API returns up to 5 review samples,2026-09-02T15:15:30+00:00
30,Al Barsha,ChIJ692_u5NrXz4RTD99fc17TzU,2,1,"Extremely disappointing experience. I went in for the most basic service possible (just a blowdry) to relax and pamper myself. I naturally have white hair strands, and after I got home, I noticed some of them had literally turned yellow/brassy.

What’s frustrating is that I use heat on my hair almost every single day and this has NEVER happened before. The only difference was my appointment at this salon.

When I contacted them, instead of properly handling the situation or offering any real solution, they immediately became defensive and started blaming me and even blamed an anti-frizz treatment I had done OVER A YEAR AGO. Their “apology” was basically: “this never happened before” and “the technician didn’t use anything.” That’s not accountability. Just because something “never happened before” does not mean it didn’t happen to me. The issue started immediately after my appointment, yet there was zero effort to investigate properly, fix the damage, or make things right.

For a salon that presents itself as high end, the customer service was shockingly dismissive. I left feeling blamed, unheard, and honestly upset over something that should have been a simple relaxing experience.

Would not recommend if you actually care about the condition of your hair or how clients are treated when something goes wrong.","Extremely disappointing experience. I went in for the most basic service possible (just a blowdry) to relax and pamper myself. I naturally have white hair strands, and after I got home, I noticed some of them had literally turned yellow/brassy.

What’s frustrating is that I use heat on my hair almost every single day and this has NEVER happened before. The only difference was my appointment at this salon.

When I contacted them, instead of properly handling the situation or offering any real solution, they immediately became defensive and started blaming me and even blamed an anti-frizz treatment I had done OVER A YEAR AGO. Their “apology” was basically: “this never happened before” and “the technician didn’t use anything.” That’s not accountability. Just because something “never happened before” does not mean it didn’t happen to me. The issue started immediately after my appointment, yet there was zero effort to investigate properly, fix the damage, or make things right.

For a salon that presents itself as high end, the customer service was shockingly dismissive. I left feeling blamed, unheard, and honestly upset over something that should have been a simple relaxing experience.

Would not recommend if you actually care about the condition of your hair or how clients are treated when something goes wrong.",2026-05-22T11:40:03.392999467Z,3 months ago,Basma Alghanim,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21velpUVTBNM1ZYUjBadWRHRnZaR0V6WDBKR1kxRRAB!2m1!1s0x3e5f6b93bbbfddeb:0x354f7bcd7d7d3f4c,Google Places API (New); API returns up to 5 review samples,2026-09-02T15:15:30+00:00
30,Al Barsha,ChIJ692_u5NrXz4RTD99fc17TzU,3,4,"I had my first visit last week and had a good time. The team were really attentive, offering complimentary drinks and popcorn, which made the whole experience feel welcoming and relaxed. I went for a pedicure this time, but I was especially pleased to see the range of manicures treatments they offer, particularly as I’m not a fan of e-filing.

Bedashing feels like a place that really caters to everyone, especially if you’re more conscious about treatments and nail health.

The space itself is interesting , it can feel a little clinical, with the rows of seats, bright lighting, and lack of music. That said, it didn’t take away from the overall experience, and I’ll definitely be visiting again.","I had my first visit last week and had a good time. The team were really attentive, offering complimentary drinks and popcorn, which made the whole experience feel welcoming and relaxed. I went for a pedicure this time, but I was especially pleased to see the range of manicures treatments they offer, particularly as I’m not a fan of e-filing.

Bedashing feels like a place that really caters to everyone, especially if you’re more conscious about treatments and nail health.

The space itself is interesting , it can feel a little clinical, with the rows of seats, bright lighting, and lack of music. That said, it didn’t take away from the overall experience, and I’ll definitely be visiting again.",2026-05-03T13:48:56.967560530Z,4 months ago,Alicia Eke,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2w5d2JtRjZSbU4yUkRWbGFrTnpYek5qWlVneWVVRRAB!2m1!1s0x3e5f6b93bbbfddeb:0x354f7bcd7d7d3f4c,Google Places API (New); API returns up to 5 review samples,2026-09-02T15:15:30+00:00
30,Al Barsha,ChIJ692_u5NrXz4RTD99fc17TzU,4,5,"Today I visited the Moroccan bath, and it was absolutely wonderful! 🤍 A huge thank you to Samira for her care, kindness, and professionalism. She was so gentle and attentive during the treatment that it brought back childhood memories of being bathed by my mom🤗 Thank you to the entire team for your warm hospitality, attention to detail, and wonderful atmosphere. I will definitely be back!","Today I visited the Moroccan bath, and it was absolutely wonderful! 🤍 A huge thank you to Samira for her care, kindness, and professionalism. She was so gentle and attentive during the treatment that it brought back childhood memories of being bathed by my mom🤗 Thank you to the entire team for your warm hospitality, attention to detail, and wonderful atmosphere. I will definitely be back!",2026-07-11T15:08:57.854908014Z,a month ago,Карина Шкурова,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT25ZNWVFdDRSblZLTm1KNlIzcEpTRjh3Y1RSdFkxRRAB!2m1!1s0x3e5f6b93bbbfddeb:0x354f7bcd7d7d3f4c,Google Places API (New); API returns up to 5 review samples,2026-09-02T15:15:30+00:00
30,Al Barsha,ChIJ692_u5NrXz4RTD99fc17TzU,5,5,"Sameera one of the bestttt lady that doing marocan bath!
Shes sooooo kind and friendly!
Try and enjoy it ! 😋✨✨✨","Sameera one of the bestttt lady that doing marocan bath!
Shes sooooo kind and friendly!
Try and enjoy it ! 😋✨✨✨",2026-05-17T16:46:47.410345574Z,3 months ago,M.,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT25SbGRIcHhORzlRT0Rkd05ETjJSalp6UjNWUmRXYxAB!2m1!1s0x3e5f6b93bbbfddeb:0x354f7bcd7d7d3f4c,Google Places API (New); API returns up to 5 review samples,2026-09-02T15:15:30+00:00
46,Al Dhafra Branch,ChIJNxX7ddBnZz4RvodXaYBSH6Q,1,5,"Thank you so much, Linh! I love my nails and extensions. You did such a beautiful job. I’m very happy with the result!","Thank you so much, Linh! I love my nails and extensions. You did such a beautiful job. I’m very happy with the result!",2026-06-14T16:01:16.923356395Z,2 months ago,ayesha alhammadi,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2taRWFEUklRVFZNV2pOaWFXUkpNR0pwYm1sTVoyYxAB!2m1!1s0x3e6767d075fb1537:0xa41f5280695787be,Google Places API (New); API returns up to 5 review samples,2026-09-02T15:15:30+00:00
46,Al Dhafra Branch,ChIJNxX7ddBnZz4RvodXaYBSH6Q,2,5,"had such a great experience at the salon! I did a manicure, pedicure, and eyebrow threading, and everything was done perfectly. The place is clean, relaxing, and the staff are very professional. Special thanks to Lynette — she was super gentle, friendly, and made sure I was comfortable the whole time. My nails and brows look amazing! Definitely coming back again! 💅✨","had such a great experience at the salon! I did a manicure, pedicure, and eyebrow threading, and everything was done perfectly. The place is clean, relaxing, and the staff are very professional. Special thanks to Lynette — she was super gentle, friendly, and made sure I was comfortable the whole time. My nails and brows look amazing! Definitely coming back again! 💅✨",2025-11-07T11:02:54.644803394Z,9 months ago,shamos,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT25GYWMwczBaVkkzWmtJMmFuVjVOVE5NUjFoeVMzYxAB!2m1!1s0x3e6767d075fb1537:0xa41f5280695787be,Google Places API (New); API returns up to 5 review samples,2026-09-02T15:15:30+00:00
46,Al Dhafra Branch,ChIJNxX7ddBnZz4RvodXaYBSH6Q,3,4,"The nail cleaning service was excellent and the staff were very professional. However, I only requested a small trim for the ends of my hair, as it was already washed and clean. Considering the simplicity of the service, a price of 300 AED feels excessively high.","The nail cleaning service was excellent and the staff were very professional. However, I only requested a small trim for the ends of my hair, as it was already washed and clean. Considering the simplicity of the service, a price of 300 AED feels excessively high.",2025-12-09T12:22:15.892130700Z,8 months ago,Zainab Alhammadi,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2xKd2VHd3RaMnRsYkV4SFdHSlNVR2s0UmtWbVUyYxAB!2m1!1s0x3e6767d075fb1537:0xa41f5280695787be,Google Places API (New); API returns up to 5 review samples,2026-09-02T15:15:30+00:00
46,Al Dhafra Branch,ChIJNxX7ddBnZz4RvodXaYBSH6Q,4,5,"I had a great experience with Kiran. She is extremely skilled, patient, and pays attention to every detail. My eyebrows always look natural and perfectly shaped. I highly recommend her!","I had a great experience with Kiran. She is extremely skilled, patient, and pays attention to every detail. My eyebrows always look natural and perfectly shaped. I highly recommend her!",2026-01-15T10:45:33.707612886Z,7 months ago,Nashwa Almansoori,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT25aRVVWOWlaMngwU25GcGVXdGhla0pGUjFGNVVGRRAB!2m1!1s0x3e6767d075fb1537:0xa41f5280695787be,Google Places API (New); API returns up to 5 review samples,2026-09-02T15:15:30+00:00
46,Al Dhafra Branch,ChIJNxX7ddBnZz4RvodXaYBSH6Q,5,1,"I had a manicure and pedicure appointment for myself and my sister at 8:00 PM and arrived exactly on time, yet we were made to wait around 35 minutes while staff kept apologizing and saying they would start soon.

When the technician finally began my service, I was asked to wait again despite having a confirmed appointment and already waiting a long time. This showed very poor appointment management and a lack of respect for customers’ time, so I decided to leave without receiving any service.","I had a manicure and pedicure appointment for myself and my sister at 8:00 PM and arrived exactly on time, yet we were made to wait around 35 minutes while staff kept apologizing and saying they would start soon.

When the technician finally began my service, I was asked to wait again despite having a confirmed appointment and already waiting a long time. This showed very poor appointment management and a lack of respect for customers’ time, so I decided to leave without receiving any service.",2026-03-27T00:50:06.503299564Z,5 months ago,Afra Almazrouei,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2xoTVUxUktSVVJDUjJaNGJXMVRNQzFaWkc5NE4wRRAB!2m1!1s0x3e6767d075fb1537:0xa41f5280695787be,Google Places API (New); API returns up to 5 review samples,2026-09-02T15:15:30+00:00
39,Al Falah,ChIJhST-PqhLXj4R4Ns1HCNIcjA,1,1,"I’m extremely disappointed with the service I received at this this branch

I came in with a clear makeup inspiration photo and specifically asked for that look. What I received was completely different from what I requested. On top of that, the makeup products used felt very cheap and low quality. I paid around AED 500 for my makeup, and I genuinely can’t  believe that this is the standard of products and service provided for that price

To make matters worse, the eyelash glue that was used was absolutely awful. It burned my eyes and caused significant discomfort throughout the appointment. That is completely unacceptable and definitely will take an action

I also had my hair styled in simple waves, yet it turned out to be the worst wavy hairstyle I've ever had. A basic hairstyle should not be this poorly executed.

What upset me the most, however, was the hairstylist's behavior. Instead of being professional, she repeatedly commented on how thin my hair is and told me that I should take better care of it. Those remarks were unnecessary, unprofessional, and disrespectful. No customer should be made to feel judged or criticized during a salon appointment.

Your management seriously needs to train your staff not only on technical skills but also on how to communicate with customers respectfully. I came expecting a premium experience based on your reputation and pricing, but I left feeling frustrated, disappointed, and like I had completely wasted my money

I expect this complaint to be taken seriously","I’m extremely disappointed with the service I received at this this branch

I came in with a clear makeup inspiration photo and specifically asked for that look. What I received was completely different from what I requested. On top of that, the makeup products used felt very cheap and low quality. I paid around AED 500 for my makeup, and I genuinely can’t  believe that this is the standard of products and service provided for that price

To make matters worse, the eyelash glue that was used was absolutely awful. It burned my eyes and caused significant discomfort throughout the appointment. That is completely unacceptable and definitely will take an action

I also had my hair styled in simple waves, yet it turned out to be the worst wavy hairstyle I've ever had. A basic hairstyle should not be this poorly executed.

What upset me the most, however, was the hairstylist's behavior. Instead of being professional, she repeatedly commented on how thin my hair is and told me that I should take better care of it. Those remarks were unnecessary, unprofessional, and disrespectful. No customer should be made to feel judged or criticized during a salon appointment.

Your management seriously needs to train your staff not only on technical skills but also on how to communicate with customers respectfully. I came expecting a premium experience based on your reputation and pricing, but I left feeling frustrated, disappointed, and like I had completely wasted my money

I expect this complaint to be taken seriously",2026-07-11T16:50:17.001853768Z,a month ago,AD,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21aaWNucG9hMGRFZVhKVVlXaE9MVzVYVVd0T1ZXYxAB!2m1!1s0x3e5e4ba83efe2485:0x307248231c35dbe0,Google Places API (New); API returns up to 5 review samples,2026-09-02T15:15:30+00:00
39,Al Falah,ChIJhST-PqhLXj4R4Ns1HCNIcjA,2,5,"I had such a lovely experience. The facial was very relaxing, and the service was so good from beginning to end. Iqra did an amazing job and made me feel very comfortable. She was gentle, professional, and really took her time. I left feeling refreshed, relaxed, and very happy with the result. Thank you, Iqra, for the wonderful service.","I had such a lovely experience. The facial was very relaxing, and the service was so good from beginning to end. Iqra did an amazing job and made me feel very comfortable. She was gentle, professional, and really took her time. I left feeling refreshed, relaxed, and very happy with the result. Thank you, Iqra, for the wonderful service.",2026-04-23T07:15:11.284462934Z,4 months ago,Maryam Bintook,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2xoMFN6QkZUVFJJTFdWeVREbFpRbmd4V2twTFEwRRAB!2m1!1s0x3e5e4ba83efe2485:0x307248231c35dbe0,Google Places API (New); API returns up to 5 review samples,2026-09-02T15:15:30+00:00
39,Al Falah,ChIJhST-PqhLXj4R4Ns1HCNIcjA,3,5,"i had the best experience, Everyone is so sweet and welcoming, and the service is absolutely incredible. I showed Nisairah a picture of the nails I wanted, and she matched it perfectly, I’m beyond satisfied! I highly recommend going to her she’s truly the best💗💗💗💗","i had the best experience, Everyone is so sweet and welcoming, and the service is absolutely incredible. I showed Nisairah a picture of the nails I wanted, and she matched it perfectly, I’m beyond satisfied! I highly recommend going to her she’s truly the best💗💗💗💗",2025-05-02T17:28:35.092528Z,a year ago,f6oom,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnTUNZZ3BPYWZ3EAE!2m1!1s0x3e5e4ba83efe2485:0x307248231c35dbe0,Google Places API (New); API returns up to 5 review samples,2026-09-02T15:15:30+00:00
39,Al Falah,ChIJhST-PqhLXj4R4Ns1HCNIcjA,4,5,"I want to thank Tereesa for her amazing work. I showed her a reference of what I wanted, and she delivered something even better than I expected. The service was always excellent, and the staff were very friendly and welcoming","I want to thank Tereesa for her amazing work. I showed her a reference of what I wanted, and she delivered something even better than I expected. The service was always excellent, and the staff were very friendly and welcoming",2026-05-26T07:43:56.227036347Z,3 months ago,Alaa Safwat,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2psVWJETjFSRFZEZGxORllXaFJjbU5WTVRSdU1GRRAB!2m1!1s0x3e5e4ba83efe2485:0x307248231c35dbe0,Google Places API (New); API returns up to 5 review samples,2026-09-02T15:15:30+00:00
39,Al Falah,ChIJhST-PqhLXj4R4Ns1HCNIcjA,5,5,"The best beauty lounge ever. Whenever I want to relax and pamper myself I find myself in Bedashing all stuff are fairytales they have magical hands, they do everything perfectly, they are kind and also they care about everything about you. Love you endlessly Bedashing 🫶🏻 💕","The best beauty lounge ever. Whenever I want to relax and pamper myself I find myself in Bedashing all stuff are fairytales they have magical hands, they do everything perfectly, they are kind and also they care about everything about you. Love you endlessly Bedashing 🫶🏻 💕",2026-04-10T09:12:10.988976221Z,4 months ago,Khulood Ali,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2xNd2QxZGpPVTFQYm1wRVZrZEdZMmxZU1hkQ05uYxAB!2m1!1s0x3e5e4ba83efe2485:0x307248231c35dbe0,Google Places API (New); API returns up to 5 review samples,2026-09-02T15:15:30+00:00
50,Al Jada,ChIJYcoAMNNfXz4RhygkXYRIdZk,1,1,"The pictures you see are supposed to be “ombre nail art with ballerina cut” and this unprofessional work with paint and glue residue, is what I got in Bedashing Al Jada. I really wish I can rate this (zero). This is the worst nail work I had in my entire life. There are noticeable gaps around the nail, the extension nail type is very cheap and bulky. The technician kept saying this can’t be done and that can’t be done, it doesn’t seem like she has an experience at all. I got a serious back pain after 2.5 hours sitting on a chair that was super uncomfortable and had to pay for this horrible experience 792 dirhams, after the technicians insisted that they add a treatment without mentioning that it will bear extra cost. I went the next morning to another salon in Dubai that transformed my nails into Pinterest worthy. NEVER COMING BACK TO ANY BEDASHING CENTER SOR SURE","The pictures you see are supposed to be “ombre nail art with ballerina cut” and this unprofessional work with paint and glue residue, is what I got in Bedashing Al Jada. I really wish I can rate this (zero). This is the worst nail work I had in my entire life. There are noticeable gaps around the nail, the extension nail type is very cheap and bulky. The technician kept saying this can’t be done and that can’t be done, it doesn’t seem like she has an experience at all. I got a serious back pain after 2.5 hours sitting on a chair that was super uncomfortable and had to pay for this horrible experience 792 dirhams, after the technicians insisted that they add a treatment without mentioning that it will bear extra cost. I went the next morning to another salon in Dubai that transformed my nails into Pinterest worthy. NEVER COMING BACK TO ANY BEDASHING CENTER SOR SURE",2026-01-17T10:32:01.238452373Z,7 months ago,MA 241,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2tKVE4yTkdVVlJ6VHpCVVQxWnVSWEZFT1V0WlpFRRAB!2m1!1s0x3e5f5fd33000ca61:0x997548845d242887,Google Places API (New); API returns up to 5 review samples,2026-09-02T15:15:30+00:00
50,Al Jada,ChIJYcoAMNNfXz4RhygkXYRIdZk,2,1,"Dashing has a great brand reputation, but unfortunately, the service quality doesn’t live up to it. The staff are always friendly and professional, but the actual work is inconsistent. I’ve experienced hair breakage during a blow-dry, cuticles being injured during manicures, and recently I was promised a 30% discount on Kérastase products that was never applied, leaving me paying more than I would have online. The only reason I still visit is because it’s close to where I live when I’m in a hurry. Massage & Moroccan bath normal but expensive.. I am disappointed","Dashing has a great brand reputation, but unfortunately, the service quality doesn’t live up to it. The staff are always friendly and professional, but the actual work is inconsistent. I’ve experienced hair breakage during a blow-dry, cuticles being injured during manicures, and recently I was promised a 30% discount on Kérastase products that was never applied, leaving me paying more than I would have online. The only reason I still visit is because it’s close to where I live when I’m in a hurry. Massage & Moroccan bath normal but expensive.. I am disappointed",2026-07-05T07:02:24.220350235Z,a month ago,Girl Exclusive,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2xvMmVFRm9ibTB0Tm1sQ2IwOHpYMWxVVG5aalZVRRAB!2m1!1s0x3e5f5fd33000ca61:0x997548845d242887,Google Places API (New); API returns up to 5 review samples,2026-09-02T15:15:30+00:00
50,Al Jada,ChIJYcoAMNNfXz4RhygkXYRIdZk,3,5,"A huge thank you to Corazon and Sheirlyn! 🤍
They did our nails perfectly. The gel application was flawless, and the overall work was absolutely amazing. Everything was neat, clean, and professionally done. I’m so happy with the results. Highly recommend!","A huge thank you to Corazon and Sheirlyn! 🤍
They did our nails perfectly. The gel application was flawless, and the overall work was absolutely amazing. Everything was neat, clean, and professionally done. I’m so happy with the results. Highly recommend!",2026-08-04T13:12:24.289379188Z,4 weeks ago,H B,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21odE1WZHFObmt3Ym1Rd2NYcE9iRUUyVEZOcFMyYxAB!2m1!1s0x3e5f5fd33000ca61:0x997548845d242887,Google Places API (New); API returns up to 5 review samples,2026-09-02T15:15:30+00:00
50,Al Jada,ChIJYcoAMNNfXz4RhygkXYRIdZk,4,5,"I had a wonderful experience at Bedashing Beauty Lounge. The service was absolutely amazing, and the atmosphere was very comfortable and welcoming. I got my manicure done, and I’m really happy with the results.

A special thank you to Corazon and Sheirlyn—they were both incredibly professional, patient, and detail-oriented. They took their time to make sure everything was perfect, and their kindness made the whole experience even better.

I highly recommend them if you’re looking for great service and beautiful results. I will definitely be coming back","I had a wonderful experience at Bedashing Beauty Lounge. The service was absolutely amazing, and the atmosphere was very comfortable and welcoming. I got my manicure done, and I’m really happy with the results.

A special thank you to Corazon and Sheirlyn—they were both incredibly professional, patient, and detail-oriented. They took their time to make sure everything was perfect, and their kindness made the whole experience even better.

I highly recommend them if you’re looking for great service and beautiful results. I will definitely be coming back",2026-03-18T13:29:28.480396010Z,5 months ago,Aisha Alsuwaidi,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT213MVZFZDZiMGxSUzI5WWMwbHNUbTh5UzFrMGVIYxAB!2m1!1s0x3e5f5fd33000ca61:0x997548845d242887,Google Places API (New); API returns up to 5 review samples,2026-09-02T15:15:30+00:00
