official_store_id,branch_name,google_place_id,sample_position,review_rating,review_text,original_review_text,publish_time,relative_publish_time,author_name,review_url,source,retrieved_at
49,Zawaya Walk,ChIJNY29cDNZXz4RT5H-KSCWfCo,1,4,"I really like the service and the staff at this place — they are friendly and professional. However, I was quite surprised by the pricing. I was charged 60 AED just for a simple nail polish application (hands only), without any cleaning, shaping, or additional service — just applying color.

To be honest, I found this a bit overpriced, especially considering that I can buy a high-quality Essie nail polish for around 46 AED and use it multiple times. I hope the pricing can be reconsidered to better match the service provided.","I really like the service and the staff at this place — they are friendly and professional. However, I was quite surprised by the pricing. I was charged 60 AED just for a simple nail polish application (hands only), without any cleaning, shaping, or additional service — just applying color.

To be honest, I found this a bit overpriced, especially considering that I can buy a high-quality Essie nail polish for around 46 AED and use it multiple times. I hope the pricing can be reconsidered to better match the service provided.",2026-04-08T04:59:17.233784243Z,4 months ago,Maitha hassan,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2sxUlptazJNWGROUTNCcmJEWkJMVE5DUnpGeGVFRRAB!2m1!1s0x3e5f593370bd8d35:0x2a7c962029fe914f,Google Places API (New); API returns up to 5 review samples,2026-09-02T15:15:30+00:00
49,Zawaya Walk,ChIJNY29cDNZXz4RT5H-KSCWfCo,2,5,Thank u Bedashing Beauty Lounge Zawaya always provide very good services good stuff and amazing hospitality ..,Thank u Bedashing Beauty Lounge Zawaya always provide very good services good stuff and amazing hospitality ..,2026-05-16T14:04:30.058129907Z,3 months ago,Shaikha Salim,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT20xTVoxZHdWVnBwWjI5eFpYWlpZVVpJYVV0cFFVRRAB!2m1!1s0x3e5f593370bd8d35:0x2a7c962029fe914f,Google Places API (New); API returns up to 5 review samples,2026-09-02T15:15:30+00:00
49,Zawaya Walk,ChIJNY29cDNZXz4RT5H-KSCWfCo,3,1,"The worst experience ever, I cancelled all my plans just for this appointment for nails and that was very important day for me. The whole experience and service was disaster. The day before I went to salon I had Moroccan hamam which was great and the Moroccan lady there was very nice. And I also checked colors and timing. I exactly confirmed with them which color I want and next day and went lady who was doing my nails she told me that they don’t have actually this color and the just didn’t remove these examples from the stand. When i told her that i spoke with your colleague yesterday and confirmed everything she told me no we don’t have this color and she misguided you and additionally the use the worst glue ever which I have never experience this product smells like a cheap glue in the shop and it is visible under my nails. In this case another lady I think she is reception she offered another color and design so I agree told me that they will charge me 105 only as for the whole thing and at the end the bill became 215 AED and I was so surprised why they are overcharging me she told no mam you misunderstood me and I paid 215 AED for smelly nails. And my nails still smells very bad and glue it’s giving me headache. For is the worst in this story I okay anything can happen but at least if I could have seen empathy and some actions trying to cover situation and my messed up experience NO! They made it worse at the end. I would never recommend this brand for the nails.","The worst experience ever, I cancelled all my plans just for this appointment for nails and that was very important day for me. The whole experience and service was disaster. The day before I went to salon I had Moroccan hamam which was great and the Moroccan lady there was very nice. And I also checked colors and timing. I exactly confirmed with them which color I want and next day and went lady who was doing my nails she told me that they don’t have actually this color and the just didn’t remove these examples from the stand. When i told her that i spoke with your colleague yesterday and confirmed everything she told me no we don’t have this color and she misguided you and additionally the use the worst glue ever which I have never experience this product smells like a cheap glue in the shop and it is visible under my nails. In this case another lady I think she is reception she offered another color and design so I agree told me that they will charge me 105 only as for the whole thing and at the end the bill became 215 AED and I was so surprised why they are overcharging me she told no mam you misunderstood me and I paid 215 AED for smelly nails. And my nails still smells very bad and glue it’s giving me headache. For is the worst in this story I okay anything can happen but at least if I could have seen empathy and some actions trying to cover situation and my messed up experience NO! They made it worse at the end. I would never recommend this brand for the nails.",2026-03-19T09:55:06.623022409Z,5 months ago,Lamyae Ouaray,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2pKS1ZXMVdkakZpZW5WMlZqQTJOMjVvZDNwRmJuYxAB!2m1!1s0x3e5f593370bd8d35:0x2a7c962029fe914f,Google Places API (New); API returns up to 5 review samples,2026-09-02T15:15:30+00:00
49,Zawaya Walk,ChIJNY29cDNZXz4RT5H-KSCWfCo,4,5,"Absolutely the best place in Sharjah for a manicure and pedicure! 💅 The salon is spotless and very hygienic, and the technicians are skilled and efficient — they don’t take too long, yet the results are always flawless.","Absolutely the best place in Sharjah for a manicure and pedicure! 💅 The salon is spotless and very hygienic, and the technicians are skilled and efficient — they don’t take too long, yet the results are always flawless.",2025-11-05T14:51:18.925448216Z,10 months ago,Huda Hammad,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2tOS0xXZHVjRmxCTlhCc1ZVbzFUa2hqZHpkbFJGRRAB!2m1!1s0x3e5f593370bd8d35:0x2a7c962029fe914f,Google Places API (New); API returns up to 5 review samples,2026-09-02T15:15:30+00:00
49,Zawaya Walk,ChIJNY29cDNZXz4RT5H-KSCWfCo,5,1,I got my hair extensions removed  . Paid 15 dhs for each piece yet i left with my hair full of glue and half of my hair was already fallen .. i chose to pay alot with removal to protect my hair yet i found my hair falling so much and the lady was activly pulling the glue when i was telling her ouch it hurts ! She replied bare with me to remove the glue! .. removal with the right product and techniques would not have caused so much pain and hair loss with alot of glue left on my head !!!! Never again!,I got my hair extensions removed  . Paid 15 dhs for each piece yet i left with my hair full of glue and half of my hair was already fallen .. i chose to pay alot with removal to protect my hair yet i found my hair falling so much and the lady was activly pulling the glue when i was telling her ouch it hurts ! She replied bare with me to remove the glue! .. removal with the right product and techniques would not have caused so much pain and hair loss with alot of glue left on my head !!!! Never again!,2026-02-27T19:28:13.289101696Z,6 months ago,Rand Albakry,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21KdFkyWTBTRW80WkdJd1dYRlFUM0E0TkZKcFJXYxAB!2m1!1s0x3e5f593370bd8d35:0x2a7c962029fe914f,Google Places API (New); API returns up to 5 review samples,2026-09-02T15:15:30+00:00
47,Zayed International Airport,ChIJD4c_XalPXj4RdqRn4Ir54qU,1,5,"What an exceptional experience at Bedashing Beauty I just had! Angel done manicure and pedicure for me. It was so much more than just nail treatment! The quality of her work was so much higher than I could imagine. The salon overall and Angel in particular made me feel welcome and pampered. I love my nails and give the Be Dashing beauty lounge 1000 out of 100. It's definitely is The Place to Go at Zayed International Airport, especially if you have a long layover.","What an exceptional experience at Bedashing Beauty I just had! Angel done manicure and pedicure for me. It was so much more than just nail treatment! The quality of her work was so much higher than I could imagine. The salon overall and Angel in particular made me feel welcome and pampered. I love my nails and give the Be Dashing beauty lounge 1000 out of 100. It's definitely is The Place to Go at Zayed International Airport, especially if you have a long layover.",2026-07-24T12:12:47.385321913Z,a month ago,Ellina Nolan,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2xsU04yTktURzEzVGsxaWRUVkpVMVZJUjFscVpuYxAB!2m1!1s0x3e5e4fa95d3f870f:0xa5e2f98ae067a476,Google Places API (New); API returns up to 5 review samples,2026-09-02T15:15:30+00:00
47,Zayed International Airport,ChIJD4c_XalPXj4RdqRn4Ir54qU,2,5,"Exceptional service. Staff is welcoming, friendly and professional. I got a wash and blow dry and the stylist took great care of my hair and gave me some tips on how to care for it. I felt very well taken care off. Really recommend visiting if you have a layover and want to feel pampered.","Exceptional service. Staff is welcoming, friendly and professional. I got a wash and blow dry and the stylist took great care of my hair and gave me some tips on how to care for it. I felt very well taken care off. Really recommend visiting if you have a layover and want to feel pampered.",2026-04-20T07:09:18.069927259Z,4 months ago,Miriam Abdulameer,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2sxNkxXOVZSR2Q0U0c1bWQySTFjV2RWUVRoVWNGRRAB!2m1!1s0x3e5e4fa95d3f870f:0xa5e2f98ae067a476,Google Places API (New); API returns up to 5 review samples,2026-09-02T15:15:30+00:00
47,Zayed International Airport,ChIJD4c_XalPXj4RdqRn4Ir54qU,3,5,"I probably had the best manicure ever here. The staff were incredibly kind, making sure I felt comfortable at all times. Special thanks to Mira for doing such an amazing job on my manicure and being so lovely! I’ll definitely be back every time I fly from AUH.","I probably had the best manicure ever here. The staff were incredibly kind, making sure I felt comfortable at all times. Special thanks to Mira for doing such an amazing job on my manicure and being so lovely! I’ll definitely be back every time I fly from AUH.",2025-04-21T09:02:30.492437Z,a year ago,María,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnTURvNExHTlpREAE!2m1!1s0x3e5e4fa95d3f870f:0xa5e2f98ae067a476,Google Places API (New); API returns up to 5 review samples,2026-09-02T15:15:30+00:00
47,Zayed International Airport,ChIJD4c_XalPXj4RdqRn4Ir54qU,4,5,"A Truly Elegant Experience

If you’re looking for a salon that redefines elegance, this is the place to be! The atmosphere is sophisticated , and the staff are equally remarkable. I had the pleasure of experiencing a luxurious hair scrub and blow-dry session with the talented Maple, who not only delivered exceptional results but also made the experience incredibly relaxing and enjoyable.

The salon also offers manicure and pedicure services, making it a one-stop shop for all your pampering needs.
Highly recommended for anyone looking to treat themselves to a beauty experience!","A Truly Elegant Experience

If you’re looking for a salon that redefines elegance, this is the place to be! The atmosphere is sophisticated , and the staff are equally remarkable. I had the pleasure of experiencing a luxurious hair scrub and blow-dry session with the talented Maple, who not only delivered exceptional results but also made the experience incredibly relaxing and enjoyable.

The salon also offers manicure and pedicure services, making it a one-stop shop for all your pampering needs.
Highly recommended for anyone looking to treat themselves to a beauty experience!",2024-12-08T06:51:23.608059Z,a year ago,Arwa Al Saber,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUN2eE9UNjF3RRAB!2m1!1s0x3e5e4fa95d3f870f:0xa5e2f98ae067a476,Google Places API (New); API returns up to 5 review samples,2026-09-02T15:15:30+00:00
47,Zayed International Airport,ChIJD4c_XalPXj4RdqRn4Ir54qU,5,5,"I have a 8 Hr lay over so  what do you do ?? Get a massage 💆🏾‍♀️ of course and nails done 💅🏻 not to mention the eyebrows threaded. And it was the just wonderful. The therapist was fantastic. I love my nails and the massage was really good
Thank you 🙏🏻
Highly recommend","I have a 8 Hr lay over so  what do you do ?? Get a massage 💆🏾‍♀️ of course and nails done 💅🏻 not to mention the eyebrows threaded. And it was the just wonderful. The therapist was fantastic. I love my nails and the massage was really good
Thank you 🙏🏻
Highly recommend",2025-07-20T12:02:40.362702646Z,a year ago,Sheron Gough,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21sVFMySXlWR1EzTlV0RVRUbDNjelprTmsxSFRFRRAB!2m1!1s0x3e5e4fa95d3f870f:0xa5e2f98ae067a476,Google Places API (New); API returns up to 5 review samples,2026-09-02T15:15:30+00:00
